idImpianto;descCarburante;prezzo;isSelf;mese;giorno
20810;Blue Diesel;1.719;0;3;6
20810;Gasolio;1.389;1;3;6
20810;Gasolio;1.619;0;3;6
20810;Benzina;1.749;0;3;6
7628;Benzina;1.8090000000000002;0;3;6
7628;Gasolio Premium;1.829;0;3;6
7628;Gasolio;1.679;0;3;6
7628;Benzina;1.609;1;3;6
7628;Gasolio;1.479;1;3;6
7628;Gasolio Premium;1.629;1;3;6
18803;Benzina;1.489;1;3;6
18803;Gasolio;1.389;1;3;6
18803;Gasolio Speciale;1.689;0;3;6
18803;Gasolio Speciale;1.499;1;3;6
18803;Gasolio;1.579;0;3;6
18803;Benzina;1.679;0;3;6
13852;Blue Diesel;1.5490000000000002;1;3;6
13852;Benzina;1.499;1;3;6
13852;Gasolio;1.419;1;3;6
23111;Benzina;1.5590000000000002;1;3;6
23111;Gasolio;1.499;0;3;6
23111;Gasolio;1.499;1;3;6
23111;Benzina;1.5590000000000002;0;3;6
5656;Benzina;1.729;0;3;6
5656;Gasolio Premium;1.7690000000000001;0;3;6
5656;Gasolio;1.619;0;3;6
5656;Benzina;1.546;1;3;6
5656;Gasolio;1.436;1;3;6
5656;Gasolio Premium;1.5859999999999999;1;3;6
33445;Benzina;1.475;1;3;6
18309;Benzina;1.499;1;3;6
18309;Gasolio;1.569;0;3;6
18309;Gasolio;1.399;1;3;6
18309;Benzina;1.669;0;3;6
38079;Benzina;1.5090000000000001;0;3;6
38079;Gasolio;1.409;0;3;6
24181;Gasolio;1.389;1;3;6
24181;Benzina;1.489;1;3;6
22442;Hi-Q Diesel;1.679;1;3;6
22442;Benzina;1.739;0;3;6
22442;Gasolio;1.629;0;3;6
22442;Benzina;1.499;1;3;6
22442;Gasolio;1.389;1;3;6
22442;Hi-Q Diesel;1.879;0;3;6
14272;Benzina;1.57;1;3;6
14272;Gasolio;1.857;0;3;6
14272;Gasolio;1.4769999999999999;1;3;6
14272;Benzina;1.92;0;3;6
32684;Benzina;1.516;1;3;6
32684;Gasolio;1.399;1;3;6
42138;Gasolio;1.3780000000000001;1;3;6
15439;Benzina;1.5190000000000001;1;3;6
15439;Excellium Diesel;1.409;1;3;6
15439;Gasolio;1.409;1;3;6
38935;Benzina;1.489;1;3;6
38935;Gasolio;1.379;1;3;6
20559;Benzina;1.7469999999999999;0;3;6
20559;Benzina;1.4969999999999999;1;3;6
20559;Gasolio;1.6969999999999998;0;3;6
20559;Gasolio;1.3969999999999998;1;3;6
31292;Benzina;1.527;1;3;6
31292;Gasolio;1.4169999999999998;1;3;6
8737;Benzina;1.547;0;3;6
31292;Benzina;1.527;0;3;6
31292;Gasolio;1.4169999999999998;0;3;6
11647;Benzina;1.469;1;3;6
11647;Gasolio;1.349;1;3;6
32759;Benzina;1.5190000000000001;1;3;6
32759;Gasolio;1.399;1;3;6
36259;Benzina;1.5490000000000002;1;3;6
36259;Gasolio;1.459;1;3;6
12233;Benzina;1.515;0;3;6
12233;Gasolio;1.405;0;3;6
13513;Benzina;1.5490000000000002;0;3;6
13513;Gasolio;1.449;0;3;6
21898;Gasolio;1.449;0;3;6
7999;Benzina;1.499;1;3;6
7999;Gasolio;1.5490000000000002;0;3;6
7999;Gasolio;1.399;1;3;6
7999;Benzina;1.649;0;3;6
8075;Gasolio;1.4169999999999998;1;3;6
8075;Benzina;1.504;1;3;6
8737;Benzina;1.547;1;3;6
4659;Gasolio Premium;1.639;1;3;6
12233;Benzina;1.515;1;3;6
12233;Gasolio;1.405;1;3;6
13513;Benzina;1.5490000000000002;1;3;6
13513;Gasolio;1.449;1;3;6
21898;Gasolio;1.449;1;3;6
15131;Benzina;1.599;1;3;6
15131;Gasolio;1.499;0;3;6
15131;Gasolio;1.499;1;3;6
15131;Benzina;1.599;0;3;6
10127;Gasolio;1.369;1;3;6
22981;Benzina;1.517;1;3;6
6439;Benzina;1.489;1;3;6
11651;Benzina;1.5390000000000001;1;3;6
46758;Benzina;1.719;0;3;6
46758;Gasolio;1.609;0;3;6
46758;Supreme Diesel;1.7590000000000001;0;3;6
46758;Benzina;1.5190000000000001;1;3;6
46758;Supreme Diesel;1.5590000000000002;1;3;6
46758;Gasolio;1.409;1;3;6
28578;Gasolio;1.589;0;3;6
28578;Gasolio;1.389;1;3;6
38856;Blu Diesel Alpino;1.719;0;3;6
38856;Gasolio Alpino;1.429;1;3;6
38856;Benzina;1.5290000000000001;1;3;6
38856;Blue Super;1.869;0;3;6
38856;Blue Super;1.679;1;3;6
38856;Blu Diesel Alpino;1.5290000000000001;1;3;6
38856;Gasolio Alpino;1.619;0;3;6
38856;Benzina;1.719;0;3;6
22190;Gasolio;1.409;1;3;6
22190;Benzina;1.5190000000000001;1;3;6
47199;Benzina;1.699;0;3;6
47199;Gasolio;1.609;0;3;6
47199;Supreme Diesel;1.7590000000000001;0;3;6
47199;Supreme Diesel;1.569;1;3;6
35042;Gasolio Alpino;1.429;1;3;6
35042;Gasolio Alpino;1.619;0;3;6
24973;Gasolio;1.619;0;3;6
24973;Benzina;1.5190000000000001;1;3;6
24973;Blue Diesel;1.5290000000000001;1;3;6
24973;Gasolio;1.429;1;3;6
24973;Blue Super;1.859;0;3;6
24973;Blue Diesel;1.719;0;3;6
24973;Blue Super;1.669;1;3;6
24973;Benzina;1.709;0;3;6
6868;Benzina;1.474;0;3;6
6868;Benzina;1.474;1;3;6
6868;Gasolio;1.364;0;3;6
6868;Gasolio;1.364;1;3;6
10320;Benzina;1.719;0;3;6
10320;Gasolio;1.599;0;3;6
10320;Excellium Diesel;1.599;0;3;6
10320;Benzina;1.5190000000000001;1;3;6
10320;Excellium Diesel;1.399;1;3;6
10320;Gasolio;1.399;1;3;6
23259;Benzina;1.569;1;3;6
23259;Gasolio;1.459;0;3;6
23259;Gasolio;1.459;1;3;6
23259;Benzina;1.569;0;3;6
46375;Benzina;1.4880000000000002;1;3;6
46375;Gasolio;1.3880000000000001;1;3;6
42799;Benzina;1.545;1;3;6
42799;Gasolio;1.435;1;3;6
40814;Benzina;1.598;1;3;6
4657;Gasolio Premium;1.5390000000000001;1;3;6
4657;Benzina;1.499;1;3;6
4657;Gasolio;1.389;1;3;6
4658;Benzina;1.499;1;3;6
4658;Gasolio Premium;1.5390000000000001;1;3;6
4658;Gasolio;1.389;1;3;6
10850;Benzina;1.599;1;3;6
10850;Benzina;1.599;0;3;6
28263;Benzina;1.7890000000000001;0;3;6
28263;Gasolio;1.669;0;3;6
28263;Excellium Diesel;1.669;0;3;6
28263;Benzina;1.489;1;3;6
28263;Excellium Diesel;1.369;1;3;6
28263;Gasolio;1.369;1;3;6
18305;Excellium Diesel;1.5190000000000001;0;3;6
18305;Benzina;1.639;0;3;6
18305;Gasolio;1.5190000000000001;0;3;6
9456;Benzina;1.4769999999999999;1;3;6
9456;Gasolio;1.367;1;3;6
6254;Blue Diesel;1.5290000000000001;1;3;6
6254;Benzina;1.5190000000000001;1;3;6
6254;Gasolio;1.429;1;3;6
4399;Benzina;1.579;1;3;6
4399;Gasolio;1.479;0;3;6
4399;Gasolio;1.479;1;3;6
4399;Benzina;1.579;0;3;6
47340;Benzina;1.588;0;3;6
47340;Gasolio artico;1.4980000000000002;0;3;6
47340;Gasolio;1.4980000000000002;0;3;6
5636;Benzina;1.5590000000000002;1;3;6
5636;GPL;0.589;0;3;6
5636;Gasolio;1.449;1;3;6
5636;Hi-Q Diesel;1.849;0;3;6
5636;Gasolio;1.599;0;3;6
5636;Hi-Q Diesel;1.749;1;3;6
5636;Benzina;1.699;0;3;6
25725;Gasolio;1.349;1;3;6
25725;Benzina;1.469;1;3;6
28135;Gasolio Premium;1.5590000000000002;1;3;6
28135;Benzina;1.5190000000000001;1;3;6
28135;Gasolio;1.409;1;3;6
28937;Benzina;1.4769999999999999;1;3;6
28937;Gasolio;1.367;1;3;6
21100;Benzina;1.499;0;3;6
21100;Gasolio Premium;1.5490000000000002;0;3;6
21100;Gasolio;1.399;0;3;6
21100;Benzina;1.499;1;3;6
21100;Gasolio;1.399;1;3;6
21100;Gasolio Premium;1.5490000000000002;1;3;6
4659;Benzina;1.609;1;3;6
32325;Benzina;1.555;1;3;6
32325;Gasolio;1.4380000000000002;1;3;6
28719;Benzina;1.479;1;3;6
28719;Gasolio;1.379;1;3;6
22888;Benzina;1.474;1;3;6
22888;Gasolio;1.359;1;3;6
26991;Benzina;1.4769999999999999;1;3;6
26991;Gasolio;1.3769999999999998;1;3;6
11645;Benzina;1.5130000000000001;1;3;6
11645;Gasolio;1.399;1;3;6
6431;Benzina;1.537;1;3;6
6431;Gasolio;1.4269999999999998;1;3;6
29719;Gasolio;1.369;1;3;6
6438;Gasolio;1.389;1;3;6
23494;Benzina;1.5390000000000001;1;3;6
23494;Gasolio;1.429;1;3;6
21145;Gasolio Premium;1.556;1;3;6
21145;Gasolio;1.406;1;3;6
42824;GPL;0.639;0;3;6
35995;Benzina;1.599;1;3;6
35995;Benzina;1.599;0;3;6
38135;Benzina;1.709;0;3;6
38135;Gasolio Premium;1.7590000000000001;0;3;6
38135;Gasolio;1.609;0;3;6
38135;Benzina;1.5090000000000001;1;3;6
38135;Gasolio;1.409;1;3;6
38135;Gasolio Premium;1.5590000000000002;1;3;6
33749;Gasolio;1.419;0;3;6
14095;Gasolio;1.499;0;3;6
14095;Gasolio;1.499;1;3;6
47199;Benzina;1.516;1;3;6
47199;Gasolio;1.426;1;3;6
14629;Benzina WR 100;1.699;1;3;7
30863;Metano;0.98;0;3;7
12872;Blue Diesel;1.585;0;3;7
20559;Benzina WR 100;1.609;0;3;7
8239;Metano;0.9890000000000001;0;3;7
6855;Hi-Q Diesel;1.689;1;3;7
6855;Gasolio;1.589;0;3;7
6855;Gasolio;1.439;1;3;7
6855;Hi-Q Diesel;1.839;0;3;7
6855;Benzina;1.709;0;3;7
6855;Benzina;1.5590000000000002;1;3;7
36378;Benzina;1.6469999999999998;1;3;7
36378;Gasolio;1.517;0;3;7
36378;Gasolio;1.517;1;3;7
36378;Benzina;1.6469999999999998;0;3;7
37708;Hi-Q Diesel;1.659;0;3;7
36597;Gasolio;1.655;0;3;7
36597;Excellium Diesel;1.655;0;3;7
36597;Excellium Diesel;1.485;1;3;7
36597;Gasolio;1.405;1;3;7
38014;Excellium Diesel;1.536;0;3;7
38014;Benzina;1.585;0;3;7
38014;Gasolio;1.496;0;3;7
36694;Gasolio;1.489;1;3;7
36694;Benzina;1.609;1;3;7
36597;Benzina;1.755;0;3;7
36597;Benzina;1.505;1;3;7
37789;Gasolio;1.389;1;3;7
37789;Benzina;1.5190000000000001;1;3;7
10517;Excellium Diesel;1.565;0;3;7
10517;Benzina;1.5390000000000001;0;3;7
10517;Gasolio;1.459;0;3;7
16929;Benzina;1.719;0;3;7
16929;Gasolio;1.599;0;3;7
16929;Benzina;1.5490000000000002;1;3;7
16929;Gasolio;1.429;1;3;7
16929;Blue Diesel;1.5290000000000001;1;3;7
16929;Blue Diesel;1.699;0;3;7
28851;Benzina;1.679;0;3;7
28851;Gasolio;1.589;0;3;7
28851;Benzina;1.649;1;3;7
28851;Gasolio;1.569;1;3;7
25471;Gasolio;1.565;0;3;7
25471;Gasolio;1.565;1;3;7
39531;Gasolio;1.5390000000000001;0;3;7
39531;Gasolio;1.5390000000000001;1;3;7
39531;Blue Diesel;1.639;1;3;7
39531;Benzina;1.649;1;3;7
39531;Benzina;1.649;0;3;7
25471;Benzina;1.685;1;3;7
25471;Benzina;1.685;0;3;7
37686;Benzina;1.909;0;3;7
37686;Gasolio;1.7790000000000001;0;3;7
37686;Excellium Diesel;1.7790000000000001;0;3;7
37686;Benzina;1.659;1;3;7
37686;Excellium Diesel;1.609;1;3;7
37686;Gasolio;1.5290000000000001;1;3;7
20669;Benzina;1.629;0;3;7
20669;Gasolio;1.5290000000000001;0;3;7
42195;Benzina;1.919;0;3;7
42195;Gasolio;1.7890000000000001;0;3;7
42195;Benzina;1.669;1;3;7
42195;Excellium Diesel;1.619;1;3;7
42195;Gasolio;1.5390000000000001;1;3;7
42195;Excellium Diesel;1.869;0;3;7
38614;Metano;0.9990000000000001;0;3;7
4596;GPL;0.6990000000000001;0;3;7
36973;Gasolio;1.639;1;3;7
36973;Benzina;1.649;1;3;7
4596;Hi-Q Diesel;1.7990000000000002;1;3;7
4596;Benzina;1.557;1;3;7
4596;Gasolio;1.499;1;3;7
18803;Metano;1.0190000000000001;0;3;7
8387;Benzina Plus 98;0.001;1;3;7
8387;Gasolio Oro Diesel;0.001;1;3;7
31794;GPL;0.629;0;3;7
43782;Supreme Diesel;1.5390000000000001;1;3;7
43782;Benzina;1.419;1;3;7
43782;Gasolio;1.409;1;3;7
12095;Hi-Q Diesel;1.784;0;3;7
22981;Excellium Diesel;1.579;1;3;7
31794;Blue Super;1.879;0;3;7
31794;Gasolio;1.5490000000000002;1;3;7
31794;Blue Diesel;1.649;1;3;7
31794;Benzina;1.579;1;3;7
31794;Gasolio;1.749;0;3;7
31794;Blue Diesel;1.749;0;3;7
31794;Benzina;1.7790000000000001;0;3;7
31794;Blue Super;1.679;1;3;7
21480;Benzina;1.7480000000000002;0;3;7
21480;Gasolio Premium;1.818;0;3;7
21480;Gasolio;1.6880000000000002;0;3;7
21480;Benzina;1.556;1;3;7
21480;Gasolio;1.496;1;3;7
21480;Gasolio Premium;1.626;1;3;7
4028;Metano;1.0190000000000001;0;3;7
12095;Benzina;1.579;0;3;7
12095;Gasolio;1.5090000000000001;0;3;7
40239;Gasolio Premium;1.649;1;3;7
40853;Benzina;1.639;0;3;7
40853;Gasolio;1.5290000000000001;0;3;7
40239;Benzina;1.659;1;3;7
40239;Gasolio;1.5290000000000001;1;3;7
5748;GPL;0.72;0;3;7
44517;Metano;0.9590000000000001;0;3;7
44517;GNL;0.909;0;3;7
7277;Metano;0.899;0;3;7
27284;GPL;0.639;0;3;7
33875;Benzina;1.589;0;3;7
33875;Gasolio;1.489;0;3;7
32114;Metano;1.015;0;3;7
28937;Metano;0.9790000000000001;0;3;7
11263;Benzina;1.7690000000000001;0;3;7
11263;Gasolio;1.659;0;3;7
11263;Benzina;1.599;1;3;7
11263;Gasolio;1.489;1;3;7
11263;Blue Diesel;1.589;1;3;7
11263;Blue Diesel;1.7590000000000001;0;3;7
20459;Benzina;1.7590000000000001;0;3;7
20459;Gasolio;1.649;0;3;7
20459;Benzina;1.589;1;3;7
20459;Gasolio;1.479;1;3;7
20459;Blue Diesel;1.579;1;3;7
20459;Blue Diesel;1.749;0;3;7
21040;Excellium Diesel;1.0;0;3;7
29741;Gasolio;1.419;1;3;7
29741;Benzina;1.5290000000000001;1;3;7
5304;Benzina;1.598;0;3;7
5304;Gasolio;1.5430000000000001;0;3;7
38842;Benzina;1.5490000000000002;1;3;7
38842;Benzina;1.739;0;3;7
38842;Gasolio;1.629;0;3;7
38842;Gasolio;1.439;1;3;7
5678;Benzina;1.758;0;3;7
5678;Gasolio Premium;1.768;0;3;7
5678;Gasolio;1.6380000000000001;0;3;7
5678;Benzina;1.5659999999999998;1;3;7
5678;Gasolio;1.446;1;3;7
5678;Gasolio Premium;1.5759999999999998;1;3;7
25500;Benzina;1.5590000000000002;1;3;7
25500;Gasolio;1.449;1;3;7
25500;Benzina;1.5590000000000002;0;3;7
25500;Gasolio;1.449;0;3;7
45380;Gasolio;1.649;0;3;7
13002;Hi-Q Diesel;1.999;0;3;7
30327;Gasolio Premium;1.8090000000000002;0;3;7
30327;Gasolio;1.679;0;3;7
30327;Gasolio;1.489;1;3;7
30327;Gasolio Premium;1.619;1;3;7
8992;Blue Diesel;1.609;1;3;7
8992;Benzina;1.5590000000000002;1;3;7
8992;GPL;0.539;0;3;7
8992;Blue Diesel;1.669;0;3;7
8992;Gasolio;1.479;1;3;7
8992;Gasolio;1.579;0;3;7
8992;Benzina;1.663;0;3;7
13002;Gasolio;1.749;0;3;7
13002;Gasolio;1.479;1;3;7
30327;Benzina;1.7890000000000001;0;3;7
30327;Benzina;1.599;1;3;7
46293;Supreme Diesel;1.7890000000000001;0;3;7
46293;Gasolio;1.689;0;3;7
46293;Benzina;1.814;0;3;7
34018;Benzina speciale;1.7990000000000002;0;3;7
11837;Gasolio;1.459;1;3;7
37998;Benzina;1.6740000000000002;1;3;7
37998;Gasolio;1.574;0;3;7
37998;Gasolio;1.574;1;3;7
37998;Benzina;1.6740000000000002;0;3;7
45383;Gasolio;1.649;0;3;7
35113;Benzina;1.619;1;3;7
35113;GPL;0.65;0;3;7
35113;Gasolio;1.5190000000000001;1;3;7
35113;Excellium Diesel;1.7990000000000002;0;3;7
35113;Excellium Diesel;1.599;1;3;7
35113;Gasolio;1.719;0;3;7
35113;Benzina;1.819;0;3;7
13002;Benzina;1.859;0;3;7
13002;Benzina;1.589;1;3;7
29950;GPL;0.679;0;3;7
7165;Gasolio;1.8090000000000002;0;3;7
7165;Gasolio;1.5090000000000001;1;3;7
13002;Hi-Q Diesel;1.7790000000000001;1;3;7
7165;Benzina;1.599;1;3;7
7165;Benzina;1.899;0;3;7
45069;Blue Super;1.909;0;3;7
46917;Hi-Q Diesel;1.999;0;3;7
14453;Hi-Q Diesel;1.829;1;3;7
14453;Hi-Q Diesel;1.999;0;3;7
37708;Benzina;1.599;0;3;7
37708;Gasolio;1.5190000000000001;0;3;7
10450;Benzina;1.719;0;3;7
10450;Gasolio;1.689;0;3;7
6051;GPL;0.669;0;3;7
45380;Benzina;1.7590000000000001;0;3;7
10850;GPL;0.659;0;3;7
27544;Benzina;1.7790000000000001;0;3;7
27544;Gasolio Premium;1.8090000000000002;0;3;7
27544;Gasolio;1.679;0;3;7
27544;Benzina;1.589;1;3;7
27544;Gasolio;1.489;1;3;7
27544;Gasolio Premium;1.619;1;3;7
34758;GPL;0.6890000000000001;0;3;7
21040;Benzina;1.683;0;3;7
21040;Gasolio;1.62;0;3;7
45383;Benzina;1.749;0;3;7
20179;Benzina;1.839;0;3;7
20179;Gasolio;1.7690000000000001;0;3;7
20179;Excellium Diesel;1.849;0;3;7
20179;Benzina;1.5390000000000001;1;3;7
20179;Excellium Diesel;1.5490000000000002;1;3;7
20179;Gasolio;1.469;1;3;7
14190;GPL;0.574;0;3;7
19353;Hi-Q Diesel;1.7990000000000002;0;3;7
22668;GPL;0.669;0;3;7
47212;Gasolio Artico;1.439;0;3;7
47212;Gasolio;1.439;0;3;7
25385;Gasolio;1.469;0;3;7
25385;Gasolio;1.469;1;3;7
3808;Benzina;1.885;0;3;7
42980;Benzina;1.7890000000000001;0;3;7
42980;Gasolio;1.689;0;3;7
42980;Benzina;1.589;1;3;7
42980;Gasolio;1.489;1;3;7
20559;Benzina WR 100;1.869;1;3;7
9990;Benzina WR 100;1.949;0;3;7
9990;Benzina WR 100;1.859;1;3;7
9456;Benzina WR 100;1.869;1;3;7
8239;GPL;0.639;0;3;7
22605;Benzina WR 100;1.819;1;3;7
46293;Benzina;1.547;1;3;7
46293;GPL;0.635;0;3;7
46293;Gasolio;1.4569999999999999;1;3;7
46293;Supreme Diesel;1.557;1;3;7
18789;Benzina;1.839;0;3;7
18789;Gasolio;1.749;0;3;7
18789;Excellium Diesel;1.829;0;3;7
18789;Benzina;1.5390000000000001;1;3;7
18789;Excellium Diesel;1.5290000000000001;1;3;7
18789;Gasolio;1.449;1;3;7
28937;Benzina WR 100;1.869;1;3;7
29043;Blue Diesel;1.7590000000000001;1;3;7
29043;Benzina;1.749;1;3;7
29043;Blue Super;1.899;1;3;7
24545;GPL;0.609;0;3;7
5304;Benzina;1.63;1;3;7
5304;Gasolio;1.567;1;3;7
14095;Benzina;1.619;1;3;7
14095;Benzina;1.619;0;3;7
7811;Hi-Q Diesel;1.749;1;3;7
45383;Benzina;1.5590000000000002;1;3;7
45383;Gasolio;1.469;1;3;7
47249;Benzina;1.849;0;3;7
47249;Gasolio;1.7590000000000001;0;3;7
47249;Benzina;1.5490000000000002;1;3;7
47249;Excellium Diesel;1.7590000000000001;0;3;7
47249;Gasolio;1.459;1;3;7
47249;Excellium Diesel;1.459;1;3;7
42980;Gasolio Oro Diesel;1.689;0;3;7
42980;Gasolio Oro Diesel;1.489;1;3;7
38696;Hi-Q Diesel;1.7690000000000001;1;3;7
38696;Gasolio;1.669;0;3;7
38696;Gasolio;1.469;1;3;7
38696;Hi-Q Diesel;1.919;0;3;7
21882;GPL;0.649;0;3;7
44517;GPL;0.599;0;3;7
4730;Benzina;1.489;1;3;7
4730;Gasolio;1.389;1;3;7
42765;Benzina;1.709;0;3;7
42765;Gasolio;1.609;0;3;7
42765;Benzina;1.5590000000000002;1;3;7
42765;Gasolio;1.459;1;3;7
10008;Excellium Diesel;1.419;0;3;7
10008;Benzina;1.5190000000000001;0;3;7
10008;Gasolio;1.419;0;3;7
28307;Benzina;1.489;1;3;7
28307;Gasolio;1.389;1;3;7
28307;Excellium Diesel;1.5390000000000001;0;3;7
28307;Excellium Diesel;1.389;1;3;7
28307;Gasolio;1.5390000000000001;0;3;7
28307;Benzina;1.639;0;3;7
10850;Gasolio;1.499;1;3;7
10850;Excellium Diesel;1.499;0;3;7
10850;Excellium Diesel;1.499;1;3;7
10850;Gasolio;1.499;0;3;7
9755;Benzina;1.5190000000000001;1;3;7
9755;Gasolio;1.419;0;3;7
9755;Gasolio;1.419;1;3;7
9755;Benzina;1.5190000000000001;0;3;7
28307;GPL;0.584;0;3;7
11211;GPL;0.619;0;3;7
7752;Gasolio;1.439;1;3;7
19353;Gasolio;1.479;0;3;7
46585;GPL;0.569;0;3;7
38079;GPL;0.609;0;3;7
15106;Excellium Diesel;1.558;0;3;7
15106;Benzina;1.621;0;3;7
15106;Gasolio;1.558;0;3;7
16782;Benzina;1.639;0;3;7
16782;Gasolio;1.5390000000000001;0;3;7
16782;Excellium Diesel;1.619;0;3;7
16782;Benzina;1.5390000000000001;1;3;7
16782;Excellium Diesel;1.5190000000000001;1;3;7
16782;Gasolio;1.439;1;3;7
34018;Benzina;1.599;0;3;7
43587;Benzina;1.709;0;3;7
45122;Gasolio;1.449;1;3;7
45122;Benzina;1.5590000000000002;1;3;7
25385;Benzina;1.569;1;3;7
25385;Benzina;1.569;0;3;7
45380;Benzina;1.5490000000000002;1;3;7
45380;Gasolio;1.449;1;3;7
33344;Benzina;1.645;0;3;7
33344;Gasolio;1.54;0;3;7
7811;Benzina;1.5290000000000001;1;3;7
7811;Gasolio;1.429;1;3;7
37257;Benzina;1.63;1;3;7
37257;Gasolio;1.567;0;3;7
37257;Gasolio;1.567;1;3;7
37257;Benzina;1.63;0;3;7
20162;Benzina;1.699;0;3;7
46917;Hi-Q Diesel;1.7790000000000001;1;3;7
46917;Gasolio;1.719;0;3;7
46917;Gasolio;1.449;1;3;7
21486;Benzina;1.695;1;3;7
21486;Gasolio;1.63;0;3;7
21486;Gasolio;1.63;1;3;7
21486;Benzina;1.695;0;3;7
11220;Benzina;1.5490000000000002;0;3;7
11220;Gasolio;1.469;0;3;7
4730;GPL;0.58;0;3;7
29922;Benzina;1.479;1;3;7
9950;Gasolio;1.5190000000000001;0;3;7
9950;Gasolio;1.5190000000000001;1;3;7
43616;Benzina;1.699;0;3;7
43616;Gasolio;1.599;0;3;7
43616;Benzina;1.699;1;3;7
43616;Gasolio Oro Diesel;1.699;0;3;7
43616;Gasolio;1.599;1;3;7
43616;Gasolio Oro Diesel;1.699;1;3;7
30876;GPL;0.598;0;3;7
12717;Benzina;1.5290000000000001;1;3;7
12717;Gasolio;1.429;1;3;7
38847;Blu Diesel Alpino;1.739;0;3;7
38847;Gasolio Alpino;1.449;1;3;7
38847;Benzina;1.5390000000000001;1;3;7
38847;Blue Super;1.879;0;3;7
38847;Blue Super;1.689;1;3;7
38847;Blu Diesel Alpino;1.5490000000000002;1;3;7
38847;Gasolio Alpino;1.639;0;3;7
38847;Benzina;1.729;0;3;7
22687;GPL;0.509;0;3;7
32212;Gasolio;1.379;0;3;7
32212;Gasolio;1.379;1;3;7
46585;Gasolio;1.3980000000000001;1;3;7
46585;Gasolio;1.5190000000000001;0;3;7
46585;Diesel e+10;1.5490000000000002;1;3;7
46585;Benzina;1.643;0;3;7
46585;R100;1.733;1;3;7
46585;R100;1.7930000000000001;0;3;7
46585;Diesel e+10;1.609;0;3;7
42474;Benzina;1.575;1;3;7
42474;Gasolio;1.52;0;3;7
42474;Gasolio;1.52;1;3;7
42474;Benzina;1.575;0;3;7
9950;Benzina;1.589;1;3;7
9950;Benzina;1.589;0;3;7
20162;Gasolio;1.389;1;3;7
34018;Gasolio speciale;1.579;0;3;7
34018;Gasolio;1.5190000000000001;0;3;7
24428;GPL;0.569;0;3;7
35042;Blue Super;1.699;1;3;7
42827;Blue Diesel;1.544;1;3;7
42827;Benzina;1.554;1;3;7
42827;Gasolio;1.444;1;3;7
24428;Benzina;1.517;1;3;7
24428;Benzina;1.597;0;3;7
4658;GPL;0.609;0;3;7
43640;Benzina;1.739;0;3;7
43640;Gasolio;1.629;0;3;7
43640;Benzina;1.5490000000000002;1;3;7
43640;Gasolio;1.439;1;3;7
43640;Blue Diesel;1.5390000000000001;1;3;7
43640;Blue Diesel;1.729;0;3;7
38614;GPL;0.599;0;3;7
28970;Gasolio;1.3780000000000001;1;3;7
24809;Benzina;1.5290000000000001;1;3;7
24809;Gasolio;1.419;1;3;7
45069;Gasolio;1.439;1;3;7
45069;Blue Diesel;1.589;1;3;7
45069;Benzina;1.5290000000000001;1;3;7
45069;Gasolio;1.659;0;3;7
45069;Blue Diesel;1.7790000000000001;0;3;7
45069;Benzina;1.739;0;3;7
45069;GPL;0.619;0;3;7
45069;Blue Super;1.719;1;3;7
22605;Benzina;1.5490000000000002;1;3;7
22605;Gasolio;1.449;1;3;7
3630;Gasolio;1.581;1;3;7
3630;Blue Diesel;1.681;1;3;7
3630;Benzina;1.6769999999999998;1;3;7
3630;Blue Super;1.827;1;3;7
3630;GPL;0.672;0;3;7
38696;Benzina;1.7790000000000001;0;3;7
38696;Benzina;1.579;1;3;7
35881;Gasolio Premium;1.589;1;3;7
35881;Benzina;1.5290000000000001;1;3;7
35881;Gasolio;1.439;1;3;7
7752;Benzina;1.5490000000000002;1;3;7
35042;Benzina;1.5490000000000002;1;3;7
35042;Benzina;1.739;0;3;7
29922;Gasolio;1.379;1;3;7
22605;Benzina;1.7890000000000001;0;3;7
22605;Gasolio;1.689;0;3;7
46653;Benzina;1.5490000000000002;1;3;7
46653;Gasolio;1.4469999999999998;0;3;7
46653;Gasolio;1.4469999999999998;1;3;7
46653;Benzina;1.5490000000000002;0;3;7
44911;Benzina;1.499;1;3;7
44911;Gasolio;1.399;0;3;7
44911;Gasolio;1.399;1;3;7
44911;Benzina;1.499;0;3;7
31753;Gasolio;1.2890000000000001;1;3;7
31753;Benzina;1.399;1;3;7
30863;Benzina;1.399;1;3;7
30863;Gasolio;1.2890000000000001;1;3;7
22668;Gasolio;1.459;0;3;7
22668;Gasolio;1.459;1;3;7
38692;Benzina;1.499;1;3;7
38692;Gasolio;1.399;1;3;7
38692;Excellium Diesel;1.399;1;3;7
41835;GPL;0.589;0;3;7
38525;Benzina;1.5290000000000001;1;3;7
38525;Gasolio;1.439;1;3;7
6051;Benzina;1.499;1;3;7
6051;Gasolio;1.399;1;3;7
6051;Gasolio Artico;1.5290000000000001;0;3;7
6051;Gasolio Artico;1.399;1;3;7
6051;Gasolio;1.5290000000000001;0;3;7
6051;Benzina;1.629;0;3;7
29950;Gasolio;1.499;0;3;7
29950;Gasolio;1.499;1;3;7
29950;Benzina;1.599;1;3;7
29950;Benzina;1.599;0;3;7
6450;Benzina;1.5190000000000001;1;3;7
34643;Benzina;1.399;1;3;7
34643;Gasolio;1.2890000000000001;1;3;7
43069;Benzina;1.5490000000000002;1;3;7
43069;Gasolio;1.439;1;3;7
