Data;tipoOperazione(pubblicazione);idAnnuncio;idAbitazione;M2;prezzoM2Proposto
2010_03_15;rimozione;981
2010_03_15;rimozione;1557
2010_03_15;rimozione;1825
2010_03_15;rimozione;1999
2010_03_16;pubblicazione;85;EYBG;90;1839
2010_03_16;pubblicazione;156;DTAB;300;6364
2010_03_16;pubblicazione;277;ECIA;90;5428
2010_03_16;pubblicazione;663;BNYH;50;5807
2010_03_16;pubblicazione;793;DHWY;300;4743
2010_03_16;pubblicazione;1380;FFCK;300;5970
2010_03_16;pubblicazione;1575;FGVX;300;9760
2010_03_16;pubblicazione;1602;FKUY;300;7748
2010_03_16;pubblicazione;1626;BRGF;90;8055
2010_03_16;pubblicazione;1665;ACGN;90;1812
2010_03_16;rimozione;288
2010_03_16;rimozione;1419
2010_03_16;rimozione;1725
2010_03_17;catasto;2107;FXWH;100;9887
2010_03_17;pubblicazione;83;GAKA;90;1970
2010_03_17;pubblicazione;180;CDWE;50;9007
2010_03_17;pubblicazione;357;AHIO;90;2835
2010_03_17;pubblicazione;447;BWHR;50;3698
2010_03_17;pubblicazione;528;EDPE;300;2786
2010_03_17;pubblicazione;911;GCCJ;200;3647
2010_03_17;pubblicazione;1087;ECMJ;150;3491
2010_03_17;pubblicazione;1208;BRXA;50;6122
2010_03_17;pubblicazione;1254;EHFG;150;1468
2010_03_17;pubblicazione;1622;DCJF;120;5347
2010_03_17;rimozione;179
2010_03_17;rimozione;729
2010_03_17;rimozione;1671
2010_03_17;rimozione;1708
2010_03_17;rimozione;1743
2010_03_17;rimozione;1962
2010_03_18;catasto;4790;BXDN;120;2220
2010_03_18;pubblicazione;137;CKWD;50;5449
2010_03_18;pubblicazione;284;BPQB;120;2285
2010_03_18;pubblicazione;295;ESBW;100;7709
2010_03_18;pubblicazione;991;EXXA;120;6105
2010_03_18;pubblicazione;1075;CSFQ;50;2212
2010_03_18;pubblicazione;1094;FAWW;180;3706
2010_03_18;pubblicazione;1283;FVBN;50;9787
2010_03_18;pubblicazione;1800;ANTP;120;4187
2010_03_18;rimozione;538
2010_03_18;rimozione;693
2010_03_18;rimozione;906
2010_03_18;rimozione;1622
2010_03_18;rimozione;1654
2010_03_19;pubblicazione;199;EKVJ;50;6229
2010_03_19;pubblicazione;512;BRTD;90;1693
2010_03_19;pubblicazione;580;EPLF;180;3939
2010_03_19;pubblicazione;684;EOSY;50;8392
2010_03_19;pubblicazione;813;GBJF;100;2477
2010_03_19;pubblicazione;1085;CCHW;90;8306
2010_03_19;pubblicazione;1402;BTMI;50;9170
2010_03_19;pubblicazione;1592;EFWF;120;6483
2010_03_19;pubblicazione;1672;GDGV;50;4501
2010_03_19;rimozione;549
2010_03_19;rimozione;613
2010_03_19;rimozione;1478
2010_03_19;rimozione;1544
2010_03_20;pubblicazione;46;FHVI;50;6886
2010_03_20;pubblicazione;91;AOWO;150;4895
2010_03_20;pubblicazione;286;BEWJ;100;3428
2010_03_20;pubblicazione;305;ASXJ;150;7346
2010_03_20;pubblicazione;660;GHRB;90;3095
2010_03_20;pubblicazione;814;BYGF;200;3164
2010_03_20;pubblicazione;1344;FVFM;50;8437
2010_03_20;pubblicazione;1391;CTCH;180;8915
2010_03_20;pubblicazione;1463;BTDD;200;8652
2010_03_20;pubblicazione;1476;DJOV;150;2438
2010_03_20;pubblicazione;1637;ATYU;200;1393
2010_03_20;pubblicazione;1718;EWWN;300;3476
2010_03_20;pubblicazione;1936;ETVT;120;9790
2010_03_20;rimozione;99
2010_03_20;rimozione;111
2010_03_20;rimozione;150
2010_03_20;rimozione;246
2010_03_20;rimozione;368
2010_03_20;rimozione;1305
2010_03_20;rimozione;1325
2010_03_20;rimozione;1575
2010_03_20;rimozione;1602
2010_03_20;rimozione;1711
2010_03_21;catasto;3846;DGKK;100;9471
2010_03_21;pubblicazione;300;CIDL;300;1647
2010_03_21;pubblicazione;539;CEFJ;300;7260
2010_03_21;pubblicazione;625;CFOG;120;9601
2010_03_21;pubblicazione;705;DGJQ;200;8958
2010_03_21;pubblicazione;773;CKYB;200;7921
2010_03_21;pubblicazione;969;DJTC;200;6618
2010_03_21;pubblicazione;1078;CLHD;180;9893
2010_03_21;pubblicazione;1947;BRHB;90;8315
2010_03_21;rimozione;701
2010_03_21;rimozione;893
2010_03_21;rimozione;1706
2010_03_21;rimozione;1739
2010_03_22;pubblicazione;107;APWR;120;4659
2010_03_22;pubblicazione;120;AVLM;50;9417
2010_03_22;pubblicazione;332;FXDR;90;3531
2010_03_22;pubblicazione;364;AHOT;120;9518
2010_03_22;pubblicazione;457;CEDA;180;3003
2010_03_22;pubblicazione;1108;EKNM;50;9046
2010_03_22;pubblicazione;1630;DVCA;180;8029
2010_03_22;pubblicazione;1923;EERN;180;7556
2010_03_22;rimozione;463
2010_03_22;rimozione;478
2010_03_22;rimozione;1555
2010_03_22;rimozione;1703
2010_03_23;catasto;7011;GGAY;50;4951
2010_03_23;pubblicazione;22;DEOI;90;6998
2010_03_23;pubblicazione;481;AQGE;200;7524
2010_03_23;pubblicazione;703;EEAV;120;3198
2010_03_23;pubblicazione;916;COKM;90;6702
2010_03_23;pubblicazione;1065;DMFQ;90;2733
2010_03_23;pubblicazione;1129;BSXF;100;1786
2010_03_23;pubblicazione;1341;DQOK;50;8916
2010_03_23;pubblicazione;1662;GAYU;120;1460
2010_03_23;pubblicazione;1737;CIYK;90;1750
2010_03_23;pubblicazione;1818;CQSN;100;1280
2010_03_23;pubblicazione;1995;BTCO;50;9127
2010_03_23;rimozione;257
2010_03_23;rimozione;683
2010_03_23;rimozione;699
2010_03_23;rimozione;762
2010_03_23;rimozione;786
2010_03_23;rimozione;838
2010_03_23;rimozione;1040
2010_03_23;rimozione;1596
2010_03_23;rimozione;1682
2010_03_24;catasto;5605;CVRJ;50;5327
2010_03_24;catasto;7686;AYGE;150;8626
2010_03_24;pubblicazione;112;FDDK;100;9892
2010_03_24;pubblicazione;280;CYWV;50;3927
2010_03_24;pubblicazione;475;DOLA;300;5339
2010_03_24;pubblicazione;526;ERKD;150;2875
2010_03_24;pubblicazione;596;AANQ;150;9580
2010_03_24;pubblicazione;852;DBDP;50;9542
2010_03_24;pubblicazione;1414;ENUR;100;5876
2010_03_24;pubblicazione;1490;EIVY;150;1948
2010_03_24;pubblicazione;1613;DUQI;300;2763
2010_03_24;pubblicazione;1860;FMNS;90;6616
2010_03_24;rimozione;69
2010_03_24;rimozione;286
2010_03_24;rimozione;707
2010_03_24;rimozione;1054
2010_03_24;rimozione;1850
2010_03_24;rimozione;1971
2010_03_25;catasto;3488;DSBA;100;1867
2010_03_25;catasto;8864;ENRT;200;1350
2010_03_25;pubblicazione;36;CXFE;90;2734
2010_03_25;pubblicazione;380;ASCX;180;7727
2010_03_25;pubblicazione;415;FVVR;90;3413
2010_03_25;pubblicazione;720;EOGO;100;4625
2010_03_25;pubblicazione;737;ANHK;150;5848
2010_03_25;pubblicazione;1307;GHUA;120;6903
2010_03_25;pubblicazione;1514;ETKD;150;1037
2010_03_25;pubblicazione;1688;CCCH;180;4437
2010_03_25;pubblicazione;1902;CARS;120;8106
2010_03_25;pubblicazione;1975;FOVP;300;8567
2010_03_25;rimozione;499
2010_03_25;rimozione;1118
2010_03_25;rimozione;1396
2010_03_25;rimozione;1457
2010_03_25;rimozione;1936
2010_03_26;pubblicazione;531;DVLI;100;9742
2010_03_26;pubblicazione;779;FXHX;150;2794
2010_03_26;pubblicazione;880;DBIX;90;8760
2010_03_26;pubblicazione;886;FBUD;50;3247
2010_03_26;pubblicazione;1130;DBFF;180;9316
2010_03_26;pubblicazione;1500;ATUE;200;6896
2010_03_26;pubblicazione;1571;DHLI;200;8694
2010_03_26;pubblicazione;1961;BFRM;150;6433
2010_03_26;rimozione;108
2010_03_26;rimozione;625
2010_03_26;rimozione;1020
2010_03_26;rimozione;1390
2010_03_26;rimozione;1944
2010_03_27;catasto;4699;CWDP;120;6271
2010_03_27;pubblicazione;72;CWWF;90;9384
2010_03_27;pubblicazione;186;DGUY;300;1893
2010_03_27;pubblicazione;657;DJFG;150;6501
2010_03_27;pubblicazione;935;AJUV;180;3095
2010_03_27;pubblicazione;1366;CYEC;300;7955
2010_03_27;pubblicazione;1434;EEWN;180;4209
2010_03_27;pubblicazione;1590;DQLW;90;6727
2010_03_27;pubblicazione;1683;FETB;150;5715
2010_03_27;rimozione;138
2010_03_27;rimozione;501
2010_03_27;rimozione;587
2010_03_27;rimozione;1055
2010_03_27;rimozione;1073
2010_03_27;rimozione;1167
2010_03_27;rimozione;1257
2010_03_27;rimozione;1329
2010_03_28;catasto;8896;FGVO;50;1149
2010_03_28;pubblicazione;1;CSHL;100;8565
2010_03_28;pubblicazione;4;GBOB;300;2546
2010_03_28;pubblicazione;139;EQAT;300;3770
2010_03_28;pubblicazione;868;DFEO;150;7289
2010_03_28;pubblicazione;940;DKMQ;300;1543
2010_03_28;pubblicazione;1519;EYHI;100;7913
2010_03_28;pubblicazione;1831;CVSK;180;1519
2010_03_28;pubblicazione;1877;BMVN;150;1989
2010_03_28;pubblicazione;1906;EWAI;90;9467
2010_03_28;rimozione;788
2010_03_28;rimozione;790
2010_03_28;rimozione;880
2010_03_28;rimozione;1417
2010_03_28;rimozione;1667
2010_03_29;catasto;22;BLEQ;100;6953
2010_03_29;catasto;2852;BVPK;300;5681
2010_03_29;pubblicazione;242;GAVF;50;9644
2010_03_29;pubblicazione;283;DWUJ;300;9797
2010_03_29;pubblicazione;360;AYMN;90;1297
2010_03_29;pubblicazione;439;BGYR;200;7739
2010_03_29;pubblicazione;486;FVHN;50;6764
2010_03_29;pubblicazione;566;GJNR;120;3923
2010_03_29;pubblicazione;633;FYAE;150;2769
2010_03_29;pubblicazione;1079;FKBV;50;4093
2010_03_29;pubblicazione;1103;DYXI;90;5117
2010_03_29;pubblicazione;1212;FXKX;300;6969
2010_03_29;pubblicazione;1231;DGOB;100;9122
2010_03_29;pubblicazione;1447;CREV;180;3863
2010_03_29;pubblicazione;1686;FGXR;300;3033
2010_03_29;pubblicazione;1917;DPJM;150;3479
2010_03_29;pubblicazione;1977;ACSU;200;2643
2010_03_29;rimozione;71
2010_03_29;rimozione;113
2010_03_29;rimozione;602
2010_03_29;rimozione;989
2010_03_29;rimozione;1143
2010_03_30;catasto;6660;BRIF;90;2130
2010_03_30;pubblicazione;768;EVVI;300;7219
2010_03_30;pubblicazione;913;DIQV;120;3726
2010_03_30;pubblicazione;1153;DBQR;50;6952
2010_03_30;pubblicazione;1297;DYXS;200;9853
2010_03_30;pubblicazione;1712;AEPF;150;9508
2010_03_30;pubblicazione;1867;ETIR;50;2063
2010_03_30;rimozione;332
2010_03_30;rimozione;704
2010_03_30;rimozione;1344
2010_03_30;rimozione;1434
2010_03_30;rimozione;1561
2010_03_30;rimozione;1664
2010_03_30;rimozione;1836
2010_03_31;catasto;7567;DNXW;50;2899
2010_03_31;pubblicazione;31;CFJQ;100;1051
2010_03_31;pubblicazione;328;ACHI;50;5642
2010_03_31;pubblicazione;576;BXAQ;120;8529
2010_03_31;pubblicazione;650;FCES;100;2735
2010_03_31;pubblicazione;1299;GIPB;180;6385
2010_03_31;pubblicazione;1420;DGUF;90;8396
2010_03_31;pubblicazione;1534;BFJD;120;6721
2010_03_31;pubblicazione;1842;BIFP;300;3957
2010_03_31;rimozione;127
2010_03_31;rimozione;132
2010_03_31;rimozione;665
2010_03_31;rimozione;888
2010_03_31;rimozione;1190
2010_03_31;rimozione;1332
2010_03_31;rimozione;1423
2010_04_01;catasto;4450;BSBN;150;8944
2010_04_01;catasto;5564;DDRD;300;9206
2010_04_01;pubblicazione;43;EIRT;120;9342
2010_04_01;pubblicazione;63;CCJL;150;4268
2010_04_01;pubblicazione;866;CASV;180;4039
2010_04_01;pubblicazione;1016;BEKF;90;1669
2010_04_01;pubblicazione;1811;CVOJ;300;7969
2010_04_01;rimozione;431
2010_04_01;rimozione;566
2010_04_01;rimozione;660
2010_04_01;rimozione;1186
2010_04_01;rimozione;1556
2010_04_02;pubblicazione;125;BRGO;300;9668
2010_04_02;pubblicazione;419;GHDN;100;7289
2010_04_02;pubblicazione;517;BIWW;50;7501
2010_04_02;pubblicazione;968;AUNS;200;4527
2010_04_02;pubblicazione;982;EJDY;150;4172
2010_04_02;pubblicazione;1290;EMXX;50;1541
2010_04_02;pubblicazione;1313;DGEB;200;2725
2010_04_02;pubblicazione;1318;FCDA;200;2221
2010_04_02;pubblicazione;1389;DIGN;200;7003
2010_04_02;pubblicazione;1765;GJRM;150;8165
2010_04_02;rimozione;446
2010_04_02;rimozione;483
2010_04_02;rimozione;1039
2010_04_02;rimozione;1228
2010_04_02;rimozione;1238
2010_04_02;rimozione;1272
2010_04_02;rimozione;1292
2010_04_02;rimozione;1373
2010_04_02;rimozione;1726
2010_04_03;catasto;7458;EJFV;150;7495
2010_04_03;pubblicazione;312;AAKH;120;4028
2010_04_03;pubblicazione;461;DYMC;100;8758
2010_04_03;pubblicazione;1236;CIWY;90;3234
2010_04_03;pubblicazione;1778;ETRS;180;9323
2010_04_03;rimozione;668
2010_04_03;rimozione;986
2010_04_03;rimozione;1132
2010_04_03;rimozione;1174
2010_04_04;pubblicazione;285;ASOK;100;6566
2010_04_04;pubblicazione;371;EKSU;100;3808
2010_04_04;pubblicazione;921;FWBY;150;9065
2010_04_04;pubblicazione;1026;BSER;150;7944
2010_04_04;pubblicazione;1083;AGEE;120;8100
2010_04_04;pubblicazione;1528;BFIS;50;5347
2010_04_04;pubblicazione;1537;BMXC;200;6559
2010_04_04;rimozione;20
2010_04_04;rimozione;418
2010_04_04;rimozione;684
2010_04_04;rimozione;1049
2010_04_04;rimozione;1178
2010_04_04;rimozione;1412
2010_04_04;rimozione;1600
2010_04_04;rimozione;1947
2010_04_04;rimozione;1997
2010_04_05;catasto;3989;CVTP;150;3741
2010_04_05;pubblicazione;597;CQXS;50;1137
2010_04_05;pubblicazione;612;CSBS;100;2080
2010_04_05;pubblicazione;955;AGHY;120;6644
2010_04_05;pubblicazione;1097;CYAM;100;1921
2010_04_05;pubblicazione;1122;DIUS;90;2873
2010_04_05;pubblicazione;1324;CLGU;150;1225
2010_04_05;pubblicazione;1340;BNGF;200;8316
2010_04_05;pubblicazione;1359;DADW;300;1435
2010_04_05;pubblicazione;1442;FWJG;90;7451
2010_04_05;pubblicazione;1705;BRYP;90;3468
2010_04_05;pubblicazione;1871;DNHA;90;2774
2010_04_05;pubblicazione;1880;CPTR;120;9424
2010_04_05;rimozione;137
2010_04_05;rimozione;1214
2010_04_05;rimozione;1260
2010_04_05;rimozione;1261
2010_04_05;rimozione;1662
2010_04_05;rimozione;1696
2010_04_05;rimozione;1842
2010_04_06;catasto;1807;ABCQ;150;2082
2010_04_06;catasto;8355;DLRR;120;8510
2010_04_06;pubblicazione;249;DTOR;150;3296
2010_04_06;pubblicazione;1084;BYOF;50;5969
2010_04_06;pubblicazione;1189;ARKR;200;6012
2010_04_06;pubblicazione;1306;CWHL;200;9158
2010_04_06;pubblicazione;1444;ATJD;200;6714
2010_04_06;pubblicazione;1578;AEED;120;3671
2010_04_06;pubblicazione;1685;DUPV;90;5523
2010_04_06;pubblicazione;1916;DTYQ;100;3959
2010_04_06;rimozione;424
2010_04_06;rimozione;541
2010_04_06;rimozione;813
2010_04_06;rimozione;1603
2010_04_07;catasto;6275;FTOE;100;4031
2010_04_07;catasto;8995;AWAE;180;7594
2010_04_07;pubblicazione;170;FTCP;50;6715
2010_04_07;pubblicazione;745;GBHN;100;2006
2010_04_07;pubblicazione;1196;ASHH;300;6424
2010_04_07;pubblicazione;1869;AGGO;120;5555
2010_04_07;pubblicazione;1956;CVJE;50;3727
2010_04_07;rimozione;444
2010_04_07;rimozione;677
2010_04_07;rimozione;1075
2010_04_07;rimozione;1314
2010_04_07;rimozione;1877
2010_04_08;catasto;343;CCUK;100;6877
2010_04_08;catasto;755;CCGS;200;6705
2010_04_08;catasto;5167;EMAT;150;5098
2010_04_08;catasto;7896;CAVQ;300;1152
2010_04_08;pubblicazione;116;BNVM;50;6759
2010_04_08;pubblicazione;239;FGMM;200;5186
2010_04_08;pubblicazione;349;DUCM;150;9478
2010_04_08;pubblicazione;624;CDOQ;200;6057
2010_04_08;pubblicazione;632;FRKA;50;2749
2010_04_08;pubblicazione;673;AIQC;150;5407
2010_04_08;pubblicazione;826;DLAT;120;2570
2010_04_08;pubblicazione;967;EUFT;100;1283
2010_04_08;pubblicazione;1905;FDJQ;120;5753
2010_04_08;pubblicazione;1918;BCNK;90;7745
2010_04_08;rimozione;136
2010_04_08;rimozione;244
2010_04_08;rimozione;283
2010_04_08;rimozione;784
2010_04_08;rimozione;845
2010_04_08;rimozione;871
2010_04_08;rimozione;941
2010_04_08;rimozione;1345
2010_04_08;rimozione;1977
2010_04_09;pubblicazione;271;BAJQ;50;5641
2010_04_09;pubblicazione;412;DYNC;300;9582
2010_04_09;pubblicazione;641;BROG;90;4123
2010_04_09;pubblicazione;1661;GDRX;120;8812
2010_04_09;pubblicazione;1806;GJUJ;50;2341
2010_04_09;rimozione;594
2010_04_09;rimozione;864
2010_04_09;rimozione;1053
2010_04_09;rimozione;1151
2010_04_09;rimozione;1229
2010_04_09;rimozione;1514
2010_04_09;rimozione;1547
2010_04_09;rimozione;1885
2010_04_09;rimozione;1965
2010_04_10;catasto;9238;GBHA;180;8912
2010_04_10;pubblicazione;490;BVYN;120;8157
2010_04_10;pubblicazione;682;DRJO;180;5345
2010_04_10;pubblicazione;717;FPCH;120;8518
2010_04_10;pubblicazione;1090;AQYG;120;6570
2010_04_10;pubblicazione;1115;DWMK;50;7372
2010_04_10;pubblicazione;1331;GJFV;100;3711
2010_04_10;pubblicazione;1504;AXPL;120;5594
2010_04_10;pubblicazione;1570;GEEB;120;2923
2010_04_10;pubblicazione;1920;CCSS;150;1142
2010_04_10;pubblicazione;1932;BBLU;150;3664
2010_04_10;rimozione;245
2010_04_10;rimozione;419
2010_04_10;rimozione;451
2010_04_10;rimozione;963
2010_04_10;rimozione;1042
2010_04_10;rimozione;1169
2010_04_11;catasto;1340;AMSC;300;9018
2010_04_11;pubblicazione;200;DKKY;100;9562
2010_04_11;pubblicazione;254;DWLX;180;4997
2010_04_11;pubblicazione;460;DJJO;100;8081
2010_04_11;pubblicazione;740;BOAQ;200;7769
2010_04_11;pubblicazione;859;BXLG;180;3697
2010_04_11;pubblicazione;919;EXYN;200;6001
2010_04_11;pubblicazione;926;DHOT;50;6298
2010_04_11;pubblicazione;980;BPJP;50;6876
2010_04_11;pubblicazione;1377;FGSM;180;2539
2010_04_11;pubblicazione;1660;AXRO;150;5750
2010_04_11;pubblicazione;1809;CEUS;100;4572
2010_04_11;rimozione;47
2010_04_11;rimozione;80
2010_04_11;rimozione;319
2010_04_11;rimozione;713
2010_04_11;rimozione;875
2010_04_11;rimozione;987
2010_04_11;rimozione;1536
2010_04_12;catasto;9114;AYJU;150;9682
2010_04_12;pubblicazione;30;DEKR;200;9675
2010_04_12;pubblicazione;154;ELET;150;1063
2010_04_12;pubblicazione;316;DCXH;180;4470
2010_04_12;pubblicazione;374;CRSB;180;7859
2010_04_12;pubblicazione;435;FVNO;50;2630
2010_04_12;pubblicazione;488;GHUN;90;9333
2010_04_12;pubblicazione;672;FLBF;200;4176
2010_04_12;pubblicazione;1128;CDYA;50;1524
2010_04_12;pubblicazione;1168;FWKA;150;2906
2010_04_12;pubblicazione;1224;EVAW;50;6210
2010_04_12;pubblicazione;1436;APNE;300;4456
2010_04_12;pubblicazione;1523;BTYC;120;5755
2010_04_12;rimozione;135
2010_04_12;rimozione;295
2010_04_12;rimozione;655
2010_04_12;rimozione;919
2010_04_12;rimozione;1222
2010_04_12;rimozione;1386
2010_04_12;rimozione;1677
2010_04_13;catasto;2432;BBAV;50;3697
2010_04_13;catasto;2852;BUSF;100;8373
2010_04_13;catasto;9339;EURE;180;9021
2010_04_13;pubblicazione;279;EFEC;90;6968
2010_04_13;pubblicazione;401;EQGL;200;5766
2010_04_13;pubblicazione;551;GINO;200;6081
2010_04_13;pubblicazione;1517;EQWC;180;5016
2010_04_13;pubblicazione;1775;EHWO;50;6451
2010_04_13;pubblicazione;1797;FCBY;90;1688
2010_04_13;pubblicazione;1821;AAIF;180;8331
2010_04_13;rimozione;28
2010_04_13;rimozione;1409
2010_04_13;rimozione;1566
2010_04_13;rimozione;1647
2010_04_14;catasto;631;GBJF;100;2675
2010_04_14;catasto;886;DVHM;90;7326
2010_04_14;catasto;5318;DBJI;180;5983
2010_04_14;pubblicazione;12;FRYU;180;9702
2010_04_14;pubblicazione;166;EBGR;120;4945
2010_04_14;pubblicazione;304;CPEA;150;6240
2010_04_14;pubblicazione;492;DKYO;50;5704
2010_04_14;pubblicazione;520;AALL;200;4734
2010_04_14;pubblicazione;639;FSFD;200;5375
2010_04_14;pubblicazione;692;ECWD;150;1039
2010_04_14;pubblicazione;846;APVI;150;3078
2010_04_14;pubblicazione;855;BQSR;50;2829
2010_04_14;pubblicazione;1144;CWJD;150;3906
2010_04_14;pubblicazione;1862;AANM;180;8533
2010_04_14;rimozione;495
2010_04_14;rimozione;703
2010_04_14;rimozione;718
2010_04_14;rimozione;817
2010_04_14;rimozione;897
2010_04_14;rimozione;1079
2010_04_14;rimozione;1528
2010_04_15;catasto;3985;DIGC;90;6093
2010_04_15;catasto;6381;BMPG;200;3617
2010_04_15;pubblicazione;50;AJGQ;90;1342
2010_04_15;pubblicazione;269;FTNM;120;9926
2010_04_15;pubblicazione;1401;DSBG;200;4473
2010_04_15;rimozione;268
2010_04_15;rimozione;302
2010_04_15;rimozione;432
2010_04_15;rimozione;681
2010_04_15;rimozione;1086
2010_04_15;rimozione;1104
2010_04_15;rimozione;1239
2010_04_15;rimozione;1307
2010_04_15;rimozione;1963
2010_04_16;catasto;4095;CAXG;50;3454
2010_04_16;pubblicazione;167;ACMJ;90;3345
2010_04_16;pubblicazione;442;CBLH;200;6174
2010_04_16;pubblicazione;611;AFCU;200;3560
2010_04_16;pubblicazione;743;DNKH;180;5742
2010_04_16;pubblicazione;988;EILF;200;3674
2010_04_16;pubblicazione;1061;CKSJ;180;4902
2010_04_16;pubblicazione;1149;DOIG;120;3007
2010_04_16;pubblicazione;1351;ABOK;200;7046
2010_04_16;pubblicazione;1374;DWKN;100;4992
2010_04_16;rimozione;437
2010_04_16;rimozione;516
2010_04_16;rimozione;982
2010_04_16;rimozione;1475
2010_04_16;rimozione;1988
2010_04_17;catasto;9204;BLUU;200;6055
2010_04_17;pubblicazione;216;FIGB;300;1501
2010_04_17;pubblicazione;375;BNRM;200;8306
2010_04_17;pubblicazione;727;ANOQ;100;6927
2010_04_17;pubblicazione;770;BJLL;120;1768
2010_04_17;pubblicazione;934;EUXJ;90;6271
2010_04_17;pubblicazione;1165;EGYO;300;1946
2010_04_17;pubblicazione;1276;ABWY;120;1963
2010_04_17;pubblicazione;1532;DGOQ;100;8849
2010_04_17;pubblicazione;1757;BMJK;200;6116
2010_04_17;pubblicazione;1881;AQEW;180;1380
2010_04_17;pubblicazione;1927;BLAA;180;2448
2010_04_17;rimozione;67
2010_04_17;rimozione;213
2010_04_17;rimozione;434
2010_04_17;rimozione;1087
2010_04_17;rimozione;1103
2010_04_17;rimozione;1387
2010_04_17;rimozione;1710
2010_04_17;rimozione;1866
2010_04_17;rimozione;1995
2010_04_18;catasto;4650;EIRW;300;3511
2010_04_18;pubblicazione;160;FNTH;50;4079
2010_04_18;pubblicazione;206;CNWP;180;6994
2010_04_18;pubblicazione;310;AJFI;120;1822
2010_04_18;pubblicazione;721;DQFG;200;1794
2010_04_18;pubblicazione;1315;DLEO;200;7920
2010_04_18;pubblicazione;1505;CUJR;50;4365
2010_04_18;pubblicazione;1937;DOKA;50;7501
2010_04_18;rimozione;239
2010_04_18;rimozione;331
2010_04_18;rimozione;361
2010_04_18;rimozione;849
2010_04_18;rimozione;961
2010_04_18;rimozione;1094
2010_04_18;rimozione;1171
2010_04_18;rimozione;1244
2010_04_18;rimozione;1768
2010_04_19;catasto;1952;ECMJ;150;3456
2010_04_19;catasto;3058;FERC;150;8372
2010_04_19;pubblicazione;94;FYCK;150;4851
2010_04_19;pubblicazione;281;BCIQ;150;2336
2010_04_19;pubblicazione;282;CJRT;180;4919
2010_04_19;pubblicazione;500;FWMV;300;5243
2010_04_19;pubblicazione;1218;EOSI;180;1257
2010_04_19;pubblicazione;1422;ABKN;90;4468
2010_04_19;pubblicazione;1621;CCED;150;4655
2010_04_19;pubblicazione;1676;ABJN;200;9628
2010_04_19;pubblicazione;1868;FKCV;120;8914
2010_04_19;rimozione;149
2010_04_19;rimozione;153
2010_04_19;rimozione;719
2010_04_19;rimozione;802
2010_04_19;rimozione;837
2010_04_19;rimozione;1207
2010_04_19;rimozione;1823
2010_04_20;pubblicazione;18;GDJK;300;2279
2010_04_20;pubblicazione;27;DYTD;100;2985
2010_04_20;pubblicazione;87;GFMT;120;3854
2010_04_20;pubblicazione;101;AFES;180;9315
2010_04_20;pubblicazione;748;DKLK;200;5890
2010_04_20;pubblicazione;797;DUNR;200;7736
2010_04_20;pubblicazione;1056;EGPV;50;1468
2010_04_20;rimozione;741
2010_04_20;rimozione;922
2010_04_20;rimozione;1385
2010_04_20;rimozione;1526
2010_04_21;catasto;4254;AJSE;100;3859
2010_04_21;catasto;6269;CTHP;120;3760
2010_04_21;pubblicazione;9;AELD;120;1727
2010_04_21;pubblicazione;898;EVWO;180;3978
2010_04_21;pubblicazione;951;EQGU;120;7278
2010_04_21;pubblicazione;1023;GERI;50;2740
2010_04_21;pubblicazione;1110;EYXS;100;9525
2010_04_21;pubblicazione;1744;GETK;120;4662
2010_04_21;pubblicazione;1777;ERMI;100;8607
2010_04_21;pubblicazione;1827;AIXY;50;8177
2010_04_21;pubblicazione;1904;CGDJ;300;6899
2010_04_21;rimozione;497
2010_04_21;rimozione;952
2010_04_21;rimozione;1208
2010_04_21;rimozione;1483
2010_04_21;rimozione;1637
2010_04_21;rimozione;1651
2010_04_21;rimozione;1920
2010_04_22;pubblicazione;503;FMIK;200;7128
2010_04_22;pubblicazione;933;ELKV;100;1769
2010_04_22;pubblicazione;999;AYBH;50;1710
2010_04_22;pubblicazione;1009;BDIL;300;8282
2010_04_22;pubblicazione;1480;DSAE;300;8349
2010_04_22;pubblicazione;1591;DJTM;150;1973
2010_04_22;pubblicazione;1780;DYLL;300;6971
2010_04_22;rimozione;232
2010_04_22;rimozione;375
2010_04_22;rimozione;634
2010_04_22;rimozione;650
2010_04_22;rimozione;682
2010_04_22;rimozione;957
2010_04_22;rimozione;1276
2010_04_22;rimozione;1280
2010_04_22;rimozione;1283
2010_04_22;rimozione;1382
2010_04_22;rimozione;1570
2010_04_22;rimozione;1629
2010_04_23;catasto;1346;ECUY;100;9015
2010_04_23;catasto;2049;ALRI;200;2759
2010_04_23;catasto;3245;ADHQ;90;10535
2010_04_23;catasto;3712;CJST;120;2061
2010_04_23;catasto;3994;CATY;180;8569
2010_04_23;catasto;6996;ANNV;120;3956
2010_04_23;catasto;8182;CMFH;100;10402
2010_04_23;pubblicazione;464;EUAL;150;7644
2010_04_23;pubblicazione;778;COPH;300;4473
2010_04_23;pubblicazione;1552;FNOP;150;3246
2010_04_23;pubblicazione;1645;AXAQ;300;4737
2010_04_23;pubblicazione;1673;AHLN;120;4378
2010_04_23;pubblicazione;1790;ACHO;180;3526
2010_04_23;pubblicazione;1805;CJUG;150;1696
2010_04_23;rimozione;276
2010_04_23;rimozione;672
2010_04_23;rimozione;859
2010_04_23;rimozione;926
2010_04_23;rimozione;1019
2010_04_23;rimozione;1275
2010_04_23;rimozione;1737
2010_04_24;catasto;51;BFGJ;50;1297
2010_04_24;pubblicazione;64;GATD;100;4355
