PMID	title	date	location	doi
14959756	SARS: an amalgam of avian and mammalian viruses?	2004 Feb	United States	10.1016/s1473-3099(04)00913-2
14959753	SARS returns to China.	2004 Feb	United States	10.1016/s1473-3099(04)00910-7
14871533	Three-color flow cytometry detection of virus-specific CD4+ and CD8+ T cells inthe cat.	2004 Feb 1	Netherlands	10.1016/j.jim.2003.10.019
14767982	SARS-associated viral hepatitis caused by a novel coronavirus: report of threecases.	2004 Feb	United States	10.1002/hep.20111
14767819	Frequent detection of human coronaviruses in clinical specimens from patientswith respiratory tract infection by use of a novel real-timereverse-transcriptase polymerase chain reaction.	2004 Feb 15	United States	10.1086/381207
14767817	Mild illness associated with severe acute respiratory syndrome coronavirusinfection: lessons from a prospective seroepidemiologic study of health-careworkers in a teaching hospital in Singapore.	2004 Feb 15	United States	10.1086/381558
14767816	Severe acute respiratory syndrome: developing a research response.	2004 Feb 15	United States	10.1086/382225
14767372	Severe acute respiratory syndrome: another challenge for critical care nurses.	2004 Jan-Mar	United States	10.1097/00044067-200401000-00013
14766227	Expression cloning of functional receptor used by SARS coronavirus.	2004 Mar 5	United States	10.1016/j.bbrc.2004.01.076
14765354	Severe acute respiratory syndrome without respiratory symptoms or abnormal chestradiograph findings.	2004 Feb 15	United States	10.1086/381437
14765337	Viral replication in the nasopharynx is associated with diarrhea in patients withsevere acute respiratory syndrome.	2004 Feb 15	United States	10.1086/382681
14764577	Recognition and analysis of protein-coding genes in severe acute respiratorysyndrome associated coronavirus.	2004 May 1	England	10.1093/bioinformatics/bth041
14760949	Distinct roles for IP-10/CXCL10 in three animal models, Theiler's virusinfection, EAE, and MHV infection, for multiple sclerosis: implication ofdiffering roles for IP-10.	2004 Feb	England	10.1191/1352458504ms982oa
14758123	Current challenges in lower respiratory infections in children.	2004 Feb	United States	10.1097/00008480-200402000-00019
14758116	Severe acute respiratory syndrome: public health response and clinical practiceupdate for an emerging disease.	2004 Feb	United States	10.1097/00008480-200402000-00012
14756992	[Importance of nosocomial transmission on severe acute respiratory syndrome andits prevention].	2004 Feb	Spain	10.1016/s0213-005x(04)73043-8
14760722	Proteomic analysis on structural proteins of Severe Acute Respiratory Syndromecoronavirus.	2004 Feb	Germany	10.1002/pmic.200300676
14754985	Adolescent twin sisters with severe acute respiratory syndrome (SARS).	2004 Feb	United States	10.1542/peds.113.2.e146
14754895	ACE2 X-ray structures reveal a large hinge-bending motion important for inhibitorbinding and catalysis.	2004 Apr 23	United States	10.1074/jbc.M311191200
14752927	[Coronaviruses. Causes of SARS and other infections].	2004 Jan	Germany	
14752165	Molecular evolution of the SARS coronavirus during the course of the SARSepidemic in China.	2004 Mar 12	United States	10.1126/science.1092002
14751221	Antibody detection of SARS-CoV spike and nucleocapsid protein.	2004 Feb 20	United States	10.1016/j.bbrc.2003.12.195
14749001	[Etiology of severe acute respiratory syndrome].	2003 Jun	China	
14748986	[Pay attention to severe acute respiratory syndrome].	2003 Jun	China	
14748074	Simultaneous detection of fourteen respiratory viruses in clinical specimens bytwo multiplex reverse transcription nested-PCR assays.	2004 Mar	United States	10.1002/jmv.20008
14747539	Perforin and gamma interferon-mediated control of coronavirus central nervoussystem infection by CD8 T cells in the absence of CD4 T cells.	2004 Feb	United States	10.1128/jvi.78.4.1739-1750.2004
14746297	Class orders now possible under Ontario's public health legislation.	2003 Aug	Canada	
14745373	Conference report - II. Investigating new vaccines: SARS. Highlights from theViral Vaccine Meeting; October 25-28, 2003; Barcelona, Spain.	2003 Dec 8	United States	
14745371	Conference report - I. Investigating new vaccines: Ebola and HIV: highlights fromthe Viral Vaccine Meeting; October 25-28, 2003; Barcelona, Spain.	2003 Dec 3	United States	
14744401	[Progresses in studies on SARS-associated coronavirus].	2003 Aug	China	
14744392	[The diagnosis and differential diagnosis of three suspect SARS cases].	2003 Aug	China	
14744375	[Clinical analysis of pediatric SARS cases in Beijing].	2003 Aug	China	
14743497	Tissue and cellular tropism of the coronavirus associated with severe acuterespiratory syndrome: an in-situ hybridization study of fatal cases.	2004 Feb	England	10.1002/path.1510
14742242	Bystander CD8 T-cell-mediated demyelination is interferon-gamma-dependent in acoronavirus model of multiple sclerosis.	2004 Feb	United States	10.1016/s0002-9440(10)63126-4
14741070	TNF-alpha inhibition for potential therapeutic modulation of SARS coronavirusinfection.	2004 Jan	England	10.1185/030079903125002757
14739441	The difficulties of testing for SARS.	2004 Jan 23	United States	10.1126/science.303.5657.469
14738983	Expression and purification of turkey coronavirus nucleocapsid protein inEscherichia coli.	2004 Mar 15	Netherlands	10.1016/j.jviromet.2003.11.006
14738798	Wet markets--a continuing source of severe acute respiratory syndrome andinfluenza?	2004 Jan 17	England	10.1016/S0140-6736(03)15329-9
14736283	Analysis of deaths during the severe acute respiratory syndrome (SARS) epidemicin Singapore: challenges in determining a SARS diagnosis.	2004 Feb	United States	10.1043/1543-2165(2004)128<195:AODDTS>2.0.CO;2
14734423	Canadian researchers testing SARS vaccine in China.	2004 Jan 20	Canada	
14733797	[Clinical and chest X-ray characteristics of 5 cases with severe acuterespiratory syndrome in children in Shenzhen area].	2003 Sep	China	
14733796	[SARS-associated coronavirus gene fragments were detected from a suspectedpediatric SARS patient].	2003 Sep	China	
14733771	Molecular biological analysis of genotyping and phylogeny of severe acuterespiratory syndrome associated coronavirus.	2004 Jan	China	
14733734	SARS: lessons learned from other coronaviruses.	2003	United States	10.1089/088282403771926292
14732873	DNA vaccine of SARS-Cov S gene induces antibody response in mice.	2004 Jan	China	10.1093/abbs/36.1.37
14732867	Understanding SARS with Wolfram approach.	2004 Jan	China	10.1093/abbs/36.1.1
14730215	Early detection of antibodies against various structural proteins of theSARS-associated coronavirus in SARS patients.	2004 Jan-Feb	England	10.1007/bf02256554
14726558	Infectious diseases. Viral DNA match spurs China's civet roundup.	2004 Jan 16	United States	10.1126/science.303.5656.292
14726162	Molecular epidemiology of the novel coronavirus that causes severe acuterespiratory syndrome.	2004 Jan 10	England	10.1016/s0140-6736(03)15259-2
14725258	Asymptomatic severe acute respiratory syndrome-associated coronavirus infection.	2003 Nov	United States	10.3201/eid0911.030401
14724600	Antibodies to SARS-like virus hint at repeated infections.	2004 Jan 15	England	10.1038/427185a
14724331	SARS: retrospective cohort study among German guests of the Hotel 'M', Hong Kong.	2003 Dec 1	Sweden	10.2807/esm.08.12.00436-en
14724330	Early influenza in Europe and SARS escaping from high security laboratories!	2003 Dec 1	Sweden	10.2807/esm.08.12.00435-en
14724092	[Amplification and cloning of the N gene of SARS-associated coronavirus].	2004 Jan	China	
14724082	Preparation and characterization of monoclonal antibodies against S1 domain atN-terminal residues 249 to 667 of SARS-associated coronavirus S1 protein.	2004 Jan	China	
14723215	[Consensus of the management of severe acute respiratory syndrome].	2003 Oct 10	China	
14722315	Severe acute respiratory syndrome coronavirus sequence characteristics andevolutionary rate estimate from maximum likelihood analysis.	2004 Feb	United States	10.1128/jvi.78.3.1602-1603.2004
14722270	Effects of an epitope-specific CD8+ T-cell response on murine coronavirus centralnervous system disease: protection from virus replication and antigen spread andselection of epitope escape mutants.	2004 Feb	United States	10.1128/jvi.78.3.1150-1159.2004
14722185	Tracheostomy in a patient with severe acute respiratory syndrome.	2004 Feb	England	10.1093/bja/aeh035
14720422	[Pathologic study of circulating blood leukocytes in severe acute respiratorysyndrome].	2003 Dec 25	China	
14718953	Maintaining dental education and specialist dental care during an outbreak of anew coronavirus infection. Part 2: Control of the disease, then elimination.	2003 Dec 20	England	10.1038/sj.bdj.4810819
14718090	Severe acute respiratory syndrome-associated coronavirus infection.	2003 Nov	United States	10.3201/eid0911.030421
14718079	Coronavirus-positive nasopharyngeal aspirate as predictor for severe acuterespiratory syndrome mortality.	2003 Nov	United States	10.3201/eid0911.030400
14716483	[Infectious diseases-part I: epidemiology].	2004 Jan 15	Germany	10.1007/s00063-004-1007-8
14716225	High-resolution computed tomography is useful for early diagnosis of severe acuterespiratory syndrome-associated coronavirus pneumonia in patients with normalchest radiographs.	2004 Jan-Feb	United States	10.1097/00004728-200401000-00001
14715775	Detection of severe acute respiratory syndrome coronavirus in blood of infectedpatients.	2004 Jan	United States	10.1128/jcm.42.1.347-350.2004
14715574	Profile of antibodies to the nucleocapsid protein of the severe acute respiratorysyndrome (SARS)-associated coronavirus in probable SARS patients.	2004 Jan	United States	10.1128/cdli.11.1.227-228.2004
14715553	Fecal immunoglobulin A antibodies in dogs infected or vaccinated with caninecoronavirus.	2004 Jan	United States	10.1128/cdli.11.1.102-105.2004
14715271	A model of the ACE2 structure and function as a SARS-CoV receptor.	2004 Jan 30	United States	10.1016/j.bbrc.2003.12.081
14715124	Managing obstetrical patients during severe acute respiratory syndrome outbreak.	2004 Jan	Netherlands	10.1016/s1701-2163(16)30694-6
14712242	Swift response greets return of SARS in China.	2004 Jan 8	England	10.1038/427089b
14711331	Development of a SARS vaccine: an industrial perspective on the global raceagainst a global disease.	2003 Aug	England	10.1586/14760584.2.4.465
14709660	Genomic sequencing of a SARS coronavirus isolate that predated the MetropoleHotel case cluster in Hong Kong.	2004 Jan	England	10.1373/clinchem.2003.025536
14709637	Detection of SARS coronavirus in patients with severe acute respiratory syndromeby conventional and real-time quantitative reverse transcription-PCR assays.	2004 Jan	England	10.1373/clinchem.2003.023663
14708975	Evaluation of the protection conferred by commercial vaccines against theCalifornia 99 isolate of infectious bronchitis virus.	2003 Oct-Dec	United States	10.1637/6040
14708973	A recombination event, induced in ovo, between a low passage infectiousbronchitis virus field isolate and a highly embryo adaptedvaccine strain.	2003 Oct-Dec	United States	10.1637/5919
14708013	A genomics-based approach to biodefence preparedness.	2004 Jan	England	10.1038/nrg1245
14707219	Interpretation of diagnostic laboratory tests for severe acute respiratorysyndrome: the Toronto experience.	2004 Jan 6	Canada	
14706633	Antigenicity and receptor-binding ability of recombinant SARS coronavirus spikeprotein.	2004 Jan 23	United States	10.1016/j.bbrc.2003.11.180
14704402	Infectious diseases. Second lab accident fuels fears about SARS.	2004 Jan 2	United States	10.1126/science.303.5654.26
14702500	Detection of coronavirus in the central nervous system of a child with acutedisseminated encephalomyelitis.	2004 Jan	United States	10.1542/peds.113.1.e73
14702488	Inflammatory cytokine profile in children with severe acute respiratory syndrome.	2004 Jan	United States	10.1542/peds.113.1.e7
14700422	SARS--lessons from two Singapore General Hospital cases.	2003 Aug	Singapore	
14699466	Crouching tiger, hidden dragon: the laboratory diagnosis of severe acuterespiratory syndrome.	2004 Jan 15	United States	10.1086/380848
14699465	Sensitive and quantitative detection of severe acute respiratory syndromecoronavirus infection by real-time nested polymerase chain reaction.	2004 Jan 15	United States	10.1086/380841
14699140	Coronavirus replication complex formation utilizes components of cellularautophagy.	2004 Mar 12	United States	10.1074/jbc.M306124200
14698856	Coronavirus-induced demyelination occurs in the absence of CD28 costimulatorysignals.	2004 Jan	Netherlands	10.1016/j.jneuroim.2003.10.053
14695107	An indolent case of severe acute respiratory syndrome.	2004 Jan 1	United States	10.1164/rccm.200306-754CR
14694900	Canadian Severe Acute Respiratory Syndrome (SARS) experience.	2003 Jan-Mar	United States	
14694129	Sequence motifs involved in the regulation of discontinuous coronavirussubgenomic RNA synthesis.	2004 Jan	United States	10.1128/jvi.78.2.980-994.2004
14694098	Characterization of the RNA components of a putative molecular switch in the 3'untranslated region of the murine coronavirus genome.	2004 Jan	United States	10.1128/jvi.78.2.669-682.2004
14694090	CXC chemokine ligand 10 controls viral infection in the central nervous system:evidence for a role in innate immune response through recruitment and activationof natural killer cells.	2004 Jan	United States	10.1128/jvi.78.2.585-594.2004
14693125	Neurotropism of swine haemagglutinating encephalomyelitis virus (coronavirus) inmice depending upon host age and route of infection.	2004 Jan	England	10.1016/s0021-9975(03)00083-5
14691538	The virus that changed my world.	2003 Dec	United States	10.1371/journal.pbio.0000066
14690300	SARS 3: are we ready?	2003 Dec	Canada	
14690211	Potential pathogens in feces from unweaned llamas and alpacas with diarrhea.	2003 Dec 15	United States	10.2460/javma.2003.223.1806
14689278	Mitochondrial HSP70, HSP40, and HSP60 bind to the 3' untranslated region of theMurine hepatitis virus genome.	2004 Jan	Austria	10.1007/s00705-003-0196-4
14685192	China: from SARS to the stars.	2003 Dec 18	England	10.1038/426752a
14685034	Identification of a putative cellular receptor 150 kDa polypeptide for porcineepidemic diarrhea virus in porcine enterocytes.	2003 Dec	Korea (South)	
14684791	Breakthrough of the year. SARS: a pandemic prevented.	2003 Dec 19	United States	10.1126/science.302.5653.2045
14682248	[Gene prediction and function research of SARS-CoV(BJ01)].	2003 Aug	China	
14681521	Estimated timing of the last common ancestor of the SARS coronavirus.	2003 Dec 18	United States	10.1056/NEJM200312183492523
14681520	Detection of SARS coronavirus in plasma by real-time RT-PCR.	2003 Dec 18	United States	10.1056/NEJM200312183492522
14681510	The severe acute respiratory syndrome.	2003 Dec 18	United States	10.1056/NEJMra032498
14681507	Transmission of the severe acute respiratory syndrome on aircraft.	2003 Dec 18	United States	10.1056/NEJMoa031349
14681502	SARS--one year later.	2003 Dec 18	United States	10.1056/NEJMp038203
14681353	Database resources of the National Center for Biotechnology Information: update.	2004 Jan 1	England	10.1093/nar/gkh073
14680673	A prospective, community-based study on virologic assessment among elderly peoplewith and without symptoms of acute respiratory infection.	2003 Dec	United States	10.1016/s0895-4356(03)00171-9
14678728	Emerging viruses set to soar.	2003 Dec 15	England	10.1016/s1359-6446(03)02940-4
14677886	Severe acute respiratory syndrome.	2003 Dec	France	
14677347	A wake-up call for our health-care system.	2003 Nov-Dec	United States	
14677346	SARS.	2003 Nov-Dec	United States	
14676007	Severe acute respiratory syndrome vaccine development: experiences of vaccinationagainst avian infectious bronchitis coronavirus.	2003 Dec	England	10.1080/03079450310001621198
14675864	Severe acute respiratory syndrome (SARS)--paradigm of an emerging viralinfection.	2004 Jan	Netherlands	10.1016/j.jcv.2003.09.011
14675530	The secret life of ACE2 as a receptor for the SARS virus.	2003 Dec 12	United States	10.1016/s0092-8674(03)00976-0
14673508	[Expression, purification and identification of recombinant SARS coronavirusmembrane protein].	2003 Dec	China	
14671320	Systematic, genome-wide identification of host genes affecting replication of apositive-strand RNA virus.	2003 Dec 23	United States	10.1073/pnas.2536857100
14671103	N-terminal domain of the murine coronavirus receptor CEACAM1 is responsible forfusogenic activation and conformational changes of the spike protein.	2004 Jan	United States	10.1128/jvi.78.1.216-223.2004
14671089	Mosaic evolution of the severe acute respiratory syndrome coronavirus.	2004 Jan	United States	10.1128/jvi.78.1.76-82.2004
14670965	A 193-amino acid fragment of the SARS coronavirus S protein efficiently bindsangiotensin-converting enzyme 2.	2004 Jan 30	United States	10.1074/jbc.C300520200
14668711	Revised U.S. surveillance case definition for severe acute respiratory syndrome(SARS) and update on SARS cases--United States and worldwide, December 2003.	2003 Dec 12	United States	
14668255	Severe acute respiratory syndrome and influenza: virus incursions from southernChina.	2003 Dec 15	United States	10.1164/rccm.2310005
14667748	Effects of a SARS-associated coronavirus vaccine in monkeys.	2003 Dec 6	England	10.1016/S0140-6736(03)14962-8
14667027	A reverse transcriptase-polymerase chain reaction assay for the diagnosis ofturkey coronavirus infection.	2003 Nov	United States	10.1177/104063870301500616
14662982	Diagnosis of severe acute respiratory syndrome (SARS) by detection of SARScoronavirus nucleocapsid antibodies in an antigen-capturing enzyme-linkedimmunosorbent assay.	2003 Dec	United States	10.1128/jcm.41.12.5781-5782.2003
14662665	My experience with SARS.	2003 Dec 9	Canada	
14662664	The new normal: a SARS diary.	2003 Dec 9	Canada	
14662395	Emerging viral infections in a rapidly changing world.	2003 Dec	England	10.1016/j.copbio.2003.10.010
14660106	A clinicopathological study of three cases of severe acute respiratory syndrome(SARS).	2003 Dec	England	10.1080/00313020310001619118
14659560	Characterization of N protein self-association in coronavirus ribonucleoproteincomplexes.	2003 Dec	Netherlands	10.1016/j.virusres.2003.08.021
14658713	Comparison of different tests to diagnose feline infectious peritonitis.	2003 Nov-Dec	United States	10.1111/j.1939-1676.2003.tb02515.x
14657739	Implications of unrecognized severe acute respiratory syndrome.	2003 Nov	United States	10.1097/00006205-200311000-00010
14655379	[Origin of SARS from accelerated evolution of a virus by combined pollution].	2003 Aug	China	
14654687	Molecular model of SARS coronavirus polymerase: implications for biochemicalfunctions and drug design.	2003 Dec 15	England	10.1093/nar/gkg916
14654320	Genomic characterisation of the severe acute respiratory syndrome coronavirus ofAmoy Gardens outbreak in Hong Kong.	2003 Nov 29	England	10.1016/s0140-6736(03)14901-x
14653964	Molecular diagnostics of atypical pneumonia.	2003 Dec	United States	
14652014	A real-time PCR for SARS-coronavirus incorporating target gene pre-amplification.	2003 Dec 26	United States	10.1016/j.bbrc.2003.11.064
14651994	The SARS-CoV S glycoprotein: expression and functional characterization.	2003 Dec 26	United States	10.1016/j.bbrc.2003.11.054
14648488	[SARS-CoV: 2. Modeling SARS epidemic].	2003 Nov	France	10.1051/medsci/200319111161
14647384	Angiotensin-converting enzyme 2 is a functional receptor for the SARScoronavirus.	2003 Nov 27	England	10.1038/nature02145
14645828	Phylogeny of the SARS coronavirus.	2003 Nov 28	United States	10.1126/science.302.5650.1504b
14645594	Neutralization of enteric coronaviruses with Escherichia coli cells expressingsingle-chain Fv-autotransporter fusions.	2003 Dec	United States	10.1128/jvi.77.24.13396-13398.2003
14645307	Inhibition of SARS-associated coronavirus infection and replication by RNAinterference.	2003 Nov 26	United States	10.1001/jama.290.20.2665
14645305	SARS infection among health care workers in Beijing, China.	2003 Nov 26	United States	10.1001/jama.290.20.2662
14641606	Predominance of rhinovirus in the nose of symptomatic and asymptomatic infants.	2003 Oct	England	10.1034/j.1399-3038.2003.00064.x
14650153	[Reliability of detecting SARS-CoV antibody for diagnosis of SARS].	2003 Oct	China	
14650149	[Isolation and identification of SARS-coronavirus in nasal and throat swabscollected from clinically diagnosed SARS patients].	2003 Oct	China	
14650145	[Cloning, expression and purification of SARS coronavirus PUMC2 strainnucleocapsid protein].	2003 Oct	China	
14650144	[cDNAs cloning of SARS-CoV PUMC2 viral genome].	2003 Oct	China	
14650143	[Analysis on the SARS-CoV genome of PUMC01 isolate].	2003 Oct	China	
14650077	SARS: a closer look at this emerging infectious agent.	2003 Jul-Aug	United States	
14645910	Proliferative growth of SARS coronavirus in Vero E6 cells.	2003 Dec	England	10.1099/vir.0.19505-0
14637036	Vaccine efficacy of a cell lysate with recombinant baculovirus-expressed felineinfectious peritonitis (FIP) virus nucleocapsid protein against progression ofFIP.	2003 Dec 2	Netherlands	10.1016/j.vetmic.2003.09.016
14637034	In vivo cytokine response to experimental feline infectious peritonitis virusinfection.	2003 Dec 2	Netherlands	10.1016/j.vetmic.2003.08.010
14633896	Detection of SARS coronavirus RNA in the cerebrospinal fluid of a patient withsevere acute respiratory syndrome.	2003 Dec	England	10.1373/clinchem.2003.025437
14633884	Serial analysis of the plasma concentration of SARS coronavirus RNA in pediatricpatients with severe acute respiratory syndrome.	2003 Dec	England	10.1373/clinchem.2003.024588
14633869	Assessment of immunoreactive synthetic peptides from the structural proteins ofsevere acute respiratory syndrome coronavirus.	2003 Dec	England	10.1373/clinchem.2003.023184
14633867	Quantitative analysis and prognostic implication of SARS coronavirus RNA in theplasma and serum of patients with severe acute respiratory syndrome.	2003 Dec	England	10.1373/clinchem.2003.024125
14633438	[Dynamic changes and the meanings of blood cytokines in severe acute respiratorysyndrome].	2003 Oct	China	
14633437	[The quantitative detection of anti-coronavirus antibody titer in medicalpersonnel closely contacted with severe acute respiratory syndrome patients].	2003 Oct	China	
14633194	Potential of zoonotic transmission of non-primate foamy viruses to humans.	2003 Nov	Germany	10.1046/j.0931-1793.2003.00704.x
14632586	Implications of SARS: medical geography and surveillance in disease detection.	2003 Dec	United States	10.1345/aph.1D244
14631830	Stability of SARS coronavirus in human specimens and environment and itssensitivity to heating and UV irradiation.	2003 Sep	China	
14631425	Maintaining dental education and specialist dental care during an outbreak of anew coronavirus infection. Part 1: a deadly viral epidemic begins.	2003 Nov 22	England	10.1038/sj.bdj.4810723
14631105	SARS virus: the beginning of the unraveling of a new coronavirus.	2003 Nov-Dec	England	10.1159/000074077
14629957	Severe acute respiratory syndrome (SARS) in children: epidemiology, presentationand management.	2003 Dec	England	10.1016/s1526-0542(03)00088-5
14629774	Air pollution and case fatality of SARS in the People's Republic of China: anecologic study.	2003 Nov 20	England	10.1186/1476-069X-2-15
14628356	[Severe acute respiratory syndrome--challenging and conquering].	2003	China	
14625168	[Expression of the monoclonal antibody against nucleocapsid antigen ofSARS-associated coronavirus in autopsy tissues from SARS patients].	2003 Nov	China	
14625166	[Detection of severe acute respiratory syndrome (SARS)-associated coronavirus RNAin autopsy tissues with in situ hybridization].	2003 Nov	China	
14625097	Quasispecies composition and phylogenetic analysis of feline coronaviruses(FCoVs) in naturally infected cats.	2003 Nov 28	England	10.1016/S0928-8244(03)00237-2
14624234	Viral discovery and sequence recovery using DNA microarrays.	2003 Nov	United States	10.1371/journal.pbio.0000002
14624107	Potential for antiviral treatment of severe acute respiratory syndrome.	2003 Dec	United States	10.1097/00001432-200312000-00009
14623743	Initial otolaryngological manifestations of severe acute respiratory syndrome inTaiwan.	2003 Nov	United States	10.1001/archotol.129.11.1157
14623261	Activation of AP-1 signal transduction pathway by SARS coronavirus nucleocapsidprotein.	2003 Nov 28	United States	10.1016/j.bbrc.2003.10.075
14623200	Inflammation and changes in cytokine levels in neurological feline infectiousperitonitis.	2003 Dec	England	10.1016/S1098-612X(03)00048-2
14623149	Changes in some acute phase protein and immunoglobulin concentrations in catsaffected by feline infectious peritonitis or exposed to feline coronavirusinfection.	2004 Jan	England	10.1016/s1090-0233(03)00055-8
14623144	Feline coronavirus--that enigmatic little critter.	2004 Jan	England	10.1016/s1090-0233(03)00083-2
14623076	Assessment of putative protein targets derived from the SARS genome.	2003 Nov 20	England	10.1016/s0014-5793(03)01115-3
14614539	[Transgenic potato containing immunogenic gene of avian coronavirus and itsimmunogenicity in mice].	2003 Nov	China	
14613951	Vitamin C and SARS coronavirus.	2003 Dec	England	10.1093/jac/dkh002
14610900	[Respiratory tract viruses].	2003 Oct	Switzerland	10.1024/0040-5930.60.10.615
14609008	[House pets as viral vectors? Thank you for allowing me to still pet my dog!].	2003 Jul 24	Germany	
14608624	Characterizing degradation products of peptides containing N-terminal Cysresidues by (off-line high-performance liquid chromatography)/matrix-assistedlaser desorption/ionization quadrupole time-of-flight measurements.	2003	England	10.1002/rcm.1236
14605542	Severe acute respiratory distress syndrome (SARS): a critical care perspective.	2003 Nov	United States	10.1097/01.CCM.0000091929.51288.5F
14605205	Conjunctiva-upper respiratory tract irrigation for early diagnosis of severeacute respiratory syndrome.	2003 Nov	United States	10.1128/jcm.41.11.5352.2003
14603119	Biodefense research: new tricks to fight old enemies.	2003 May 29	United States	
14602893	Molecular epidemiology of SARS--from Amoy Gardens to Taiwan.	2003 Nov 6	United States	10.1056/NEJM200311063491923
14601945	Singapore's experience of SARS.	2003 Sep-Oct	England	10.7861/clinmedicine.3-5-448
14599795	Down-regulation of transcription of the proapoptotic gene BNip3 in culturedastrocytes by murine coronavirus infection.	2003 Nov 10	United States	10.1016/j.virol.2003.07.007
14597472	Summaries for patients. Characteristics and outcomes of patients with severeacute respiratory syndrome (SARS) in Hong Kong.	2003 Nov 4	United States	10.7326/0003-4819-139-9-200311040-00001
14597455	Outcomes and prognostic factors in 267 patients with severe acute respiratorysyndrome in Hong Kong.	2003 Nov 4	United States	10.7326/0003-4819-139-9-200311040-00005
14596069	SARS: a new infectious disease for a new century.	2003 Oct	Australia	
14595411	Taiwanese scientists find genetic link to SARS.	2003 Nov	United States	10.1038/nm1103-1335b
14593622	[SARS-CoV: 1. The virus].	2003 Aug-Sep	France	10.1051/medsci/20031989885
14593143	Infectious diseases. Unexplained false alarm may hold lessons.	2003 Oct 31	United States	10.1126/science.302.5646.767
14593142	Infectious diseases. Search for SARS origins stalls.	2003 Oct 31	United States	10.1126/science.302.5646.766
14592769	Common RNA replication signals exist among group 2 coronaviruses: evidence for invivo recombination between animal and human coronavirus molecules.	2003 Oct 10	United States	10.1016/s0042-6822(03)00511-7
14592756	Vacuolating encephalitis in mice infected by human coronavirus OC43.	2003 Oct 10	United States	10.1016/s0042-6822(03)00323-4
14592727	Shifts in circulating lymphocyte subsets in cats with feline infectiousperitonitis (FIP): pathogenic role and diagnostic relevance.	2003 Dec 15	Netherlands	10.1016/s0165-2427(03)00156-9
14592491	Identifying inhibitors of the SARS coronavirus proteinase.	2003 Nov 17	England	10.1016/j.bmcl.2003.08.066
14587440	[What have we learned about the coronaviruses in animals?].	2003	Finland	
14587434	[SARS--severe acute respiratory syndrome--current knowledge].	2003	Poland	
14587416	[Severe acute respiratory syndrome].	2003	Poland	
14586458	Virology: SARS virus infection of cats and ferrets.	2003 Oct 30	England	10.1038/425915a
14585926	The crystal structures of severe acute respiratory syndrome virus main proteaseand its complex with an inhibitor.	2003 Nov 11	United States	10.1073/pnas.1835675100
14585636	Epidemiology and cause of severe acute respiratory syndrome (SARS) in Guangdong,People's Republic of China, in February, 2003.	2003 Oct 25	England	10.1016/s0140-6736(03)14630-2
14582052	Clinical presentation and outcome of severe acute respiratory syndrome indialysis patients.	2003 Nov	United States	10.1016/j.ajkd.2003.08.005
14582051	Severe acute respiratory syndrome in a hemodialysis patient.	2003 Nov	United States	10.1016/j.ajkd.2003.07.022
14581532	Induction of caspase-dependent apoptosis in cultured rat oligodendrocytes bymurine coronavirus is mediated during cell entry and does not require virusreplication.	2003 Nov	United States	10.1128/jvi.77.22.11952-11963.2003
14581523	Antibody-mediated protection against cytotoxic T-cell escape incoronavirus-induced demyelination.	2003 Nov	United States	10.1128/jvi.77.22.11867-11874.2003
14581005	Imaging in severe acute respiratory syndrome (SARS).	2003 Nov	England	10.1016/s0009-9260(03)00308-8
14579541	[Genomic variations in the locus for aminopeptidase N:a putative cellularreceptor for SARS-CoV spike glycoprotein].	2003 Jul	China	
14579179	A comparative sequence analysis to revise the current taxonomy of the familyCoronaviridae.	2003 Nov	Austria	10.1007/s00705-003-0162-1
14576896	How SARS changed the world in less than six months.	2003	Switzerland	
14576858	[Public health and severe acute respiratory syndrome].	2003 May-Jun	Italy	
14576460	Acute respiratory distress syndrome.	2003	England	10.1159/000073523
14575532	[Detection of the anti-SARS-coronavirus specific antibody levels in 156 SARSpatients].	2003 Oct	China	
14575220	Severe acute respiratory syndrome: a preliminary review.	2003 May	India	
14574997	[Analysis of false-positive associated with antibody tests for SARS-CoV in SLEpatients].	2003 Aug	China	
14572668	Prediction of proteinase cleavage sites in polyproteins of coronaviruses and itsapplications in analyzing SARS-CoV genomes.	2003 Oct 23	England	10.1016/s0014-5793(03)01091-3
14570932	Studies explore impact of new pathogens: investigators report on metapneumovirus,SARS.	2003 Oct 22	United States	10.1001/jama.290.16.2112
14570038	Report details lessons from SARS outbreak.	2003 Oct 11	England	10.1016/S0140-6736(03)14561-8
14569023	Reverse genetics with a full-length infectious cDNA of severe acute respiratorysyndrome coronavirus.	2003 Oct 28	United States	10.1073/pnas.1735582100
14567519	Severe acute respiratory syndrome: lessons and uncertainties.	2003 Jul	Netherlands	
14567233	A serologic survey of wild felids from central west Saudi Arabia.	2003 Jul	United States	10.7589/0090-3558-39.3.696
14567213	Detection of feline coronavirus infection in southern African nondomestic felids.	2003 Jul	United States	10.7589/0090-3558-39.3.529
14566040	Severe acute respiratory syndrome: global initiatives for disease diagnosis.	2003 Nov	England	10.1093/qjmed/hcg146
14565137	[Isolation and identification of the infective agent of severe acute respiratorysyndrome (SARS) from a patient with atypical pneumonia].	2003 Sep-Oct	Russia (Federation)	
14562903	Characterization of infectious bronchitis virus isolates by slot blothybridization.	2003 Jul-Sep	United States	10.1637/6077
