PMID	title	date	location	doi
26375730	Evolutionary characterization of the emerging porcine epidemic diarrhea virusworldwide and 2014 epidemic in Taiwan.	2015 Dec	Netherlands	10.1016/j.meegid.2015.09.011
26373742	Clinical and laboratory characteristics of viral lower respiratory tractinfections in preschool children.	2015 Dec	Austria	10.1007/s00508-015-0843-2
26371813	Update in Viral Infections 2014.	2015 Sep 15	United States	10.1164/rccm.201503-0637UP
26370782	Junctional and allele-specific residues are critical for MERS-CoV neutralizationby an exceptionally potent germline-like antibody.	2015 Sep 15	England	10.1038/ncomms9223
26370151	Antiviral Activity of Graphene Oxide: How Sharp Edged Structure and ChargeMatter.	2015 Sep 30	United States	10.1021/acsami.5b06876
26369646	Early occurrence of influenza A epidemics coincided with changes in occurrence ofother respiratory virus infections.	2016 Jan	England	10.1111/irv.12348
26367131	The NLRP3 Inflammasome and IL-1beta Accelerate Immunologically Mediated Pathologyin Experimental Viral Fulminant Hepatitis.	2015 Sep	United States	10.1371/journal.ppat.1005155
26366955	Middle East respiratory syndrome: SARS redux?	2015 Sep	United States	10.3949/ccjm.82a.15097
26365771	Host-directed therapies for improving poor treatment outcomes associated with themiddle east respiratory syndrome coronavirus infections.	2015 Nov	Canada	10.1016/j.ijid.2015.09.005
26365228	Real-time reverse transcriptase polymerase chain reaction assays for Middle EastRespiratory Syndrome.	2015 Dec	England	10.1016/j.mcp.2015.09.001
26364210	The inaugural Healthcare Infection Society Middle East Summit: 'No action today.No cure tomorrow.'.	2015 Nov	England	10.1016/j.jhin.2015.06.021
26361730	Jubanines F-J, cyclopeptide alkaloids from the roots of Ziziphus jujuba.	2015 Nov	England	10.1016/j.phytochem.2015.09.001
26361011	iTRAQ-based comparative proteomic analysis of Vero cells infected with virulentand CV777 vaccine strain-like strains of porcine epidemic diarrhea virus.	2016 Jan 1	Netherlands	10.1016/j.jprot.2015.09.002
26356871	Considerations Left behind Middle East Respiratory Syndrome Coronavirus(MERS-CoV) Outbreaks in Republic of Korea.	2015 Aug	Korea (South)	10.6118/jmm.2015.21.2.63
26355094	A Highly Immunogenic and Protective Middle East Respiratory Syndrome CoronavirusVaccine Based on a Recombinant Measles Virus Vaccine Platform.	2015 Nov	United States	10.1128/JVI.01815-15
26354205	MERS may not be SARS; but India is still vulnerable.	2015 Aug	India	10.4103/0971-5916.164210
26350973	Middle East Respiratory Syndrome Coronavirus Recombination and the Evolution ofScience and Public Health in China.	2015 Sep 8	United States	10.1128/mBio.01381-15
26350969	Origin and Possible Genetic Recombination of the Middle East Respiratory SyndromeCoronavirus from the First Imported Case in China: Phylogenetics and CoalescenceAnalysis.	2015 Sep 8	United States	10.1128/mBio.01280-15
26348721	Co-Circulation of the Rare CPV-2c with Unique Gln370Arg Substitution, New CPV-2bwith Unique Thr440Ala Substitution, and New CPV-2a with High Prevalence andVariation in Heilongjiang Province, Northeast China.	2015	United States	10.1371/journal.pone.0137288
26347284	Suppression subtractive hybridization method for the identification of a newstrain of murine hepatitis virus from xenografted SCID mice.	2015 Dec	Austria	10.1007/s00705-015-2592-y
26346994	A Message from the Editor.	2015 Jul-Aug	United States	10.1177/003335491513000401
26345122	CDC's Early Response to a Novel Viral Disease, Middle East Respiratory SyndromeCoronavirus (MERS-CoV), September 2012-May 2014.	2015 Jul-Aug	United States	10.1177/003335491513000407
26344708	Outbreak of Porcine Epidemic Diarrhea Virus in Portugal, 2015.	2015 Dec	Germany	10.1111/tbed.12409
26344219	Growth and Quantification of MERS-CoV Infection.	2015 May 1	United States	10.1002/9780471729259.mc15e02s37
26342906	A novel diagnostic approach to detecting porcine epidemic diarrhea virus: Thelateral immunochromatography assay.	2015 Dec 1	Netherlands	10.1016/j.jviromet.2015.08.024
26342468	Intratracheal exposure of common marmosets to MERS-CoV Jordan-n3/2012 or MERS-CoVEMC/2012 isolates does not result in lethal disease.	2015 Nov	United States	10.1016/j.virol.2015.07.013
26339053	The ns12.9 Accessory Protein of Human Coronavirus OC43 Is a Viroporin Involved inVirion Morphogenesis and Pathogenesis.	2015 Nov	United States	10.1128/JVI.01986-15
26337781	HIS Middle East Infection Prevention Summit 2015.	2015 Nov	England	10.1016/j.jhin.2015.08.001
26336062	Transmission characteristics of MERS and SARS in the healthcare setting: acomparative study.	2015 Sep 3	England	10.1186/s12916-015-0450-0
26334289	Detection of 12 respiratory viruses by duplex real time PCR assays in respiratorysamples.	2015 Dec	England	10.1016/j.mcp.2015.08.006
26332375	Viral Co-Infections in Pediatric Patients Hospitalized with Lower Tract AcuteRespiratory Infections.	2015	United States	10.1371/journal.pone.0136526
26331680	Severe acute respiratory syndrome coronavirus E protein transports calcium ionsand activates the NLRP3 inflammasome.	2015 Nov	United States	10.1016/j.virol.2015.08.010
26330152	[Bats and Viruses: complex relationships].	2015 Oct	France	10.1007/s13149-015-0448-z
26329934	Effective inhibition of porcine epidemic diarrhea virus by RNA interference invitro.	2015 Oct	United States	10.1007/s11262-015-1242-5
28491382	Bartonella henselae as a cause of acute-onset febrile illness in cats.	2015 Jul-Dec	England	10.1177/2055116915600454
26324726	Human Coronavirus-Associated Influenza-Like Illness in the Community Setting inPeru.	2015 Nov	United States	10.4269/ajtmh.15-0271
26323302	Crystallization and preliminary X-ray crystallographic analysis of anonstructural protein 15 mutant from Human coronavirus 229E.	2015 Sep	United States	10.1107/S2053230X15007359
26320399	Phage display technique identifies the interaction of severe acute respiratorysyndrome coronavirus open reading frame 6 protein with nuclear pore complexinteracting protein NPIPB3 in modulating Type I interferon antagonism.	2017 Jun	England	10.1016/j.jmii.2015.07.002
26319658	Porcine Epidemic Diarrhea Virus Infection Induced the Unbalance of Gut Microbiotain Piglets.	2015 Dec	United States	10.1007/s00284-015-0895-6
26319601	Glomerulonephritis in a ferret with feline coronavirus infection.	2015 Sep	United States	10.1177/1040638715599570
26318527	The dilemma of rare events: Porcine epidemic diarrhea virus in North America.	2015 Nov 1	Netherlands	10.1016/j.prevetmed.2015.08.006
26318518	Genetic deficiency and polymorphisms of cyclophilin A reveal its essential rolefor Human Coronavirus 229E replication.	2015 Oct	Netherlands	10.1016/j.coviro.2015.08.004
26318165	No evidence for a superior platform to develop therapeutic antibodies rapidly inresponse to MERS-CoV and other emerging viruses.	2015 Sep 15	United States	10.1073/pnas.1513441112
26318164	Reply to Dimitrov et al.: VelociSuite technologies are a foundation for rapidtherapeutic antibody development.	2015 Sep 15	United States	10.1073/pnas.1513935112
26315775	Two novel neutralizing antigenic epitopes of the s1 subunit protein of a QX-likeavian infectious bronchitis virus strain Sczy3 as revealed using a phage displaypeptide library.	2015 Nov 15	Netherlands	10.1016/j.vetimm.2015.08.008
26315600	Middle East respiratory syndrome coronavirus: transmission, virology andtherapeutic targeting to aid in outbreak control.	2015 Aug 28	United States	10.1038/emm.2015.76
26313282	[Molecular diagnosis and phylogenetic analysis of the first MERS case in Turkey].	2015 Jul	Turkey	10.5578/mb.9247
26311885	Middle East Respiratory Syndrome Coronavirus nsp1 Inhibits Host Gene Expressionby Selectively Targeting mRNAs Transcribed in the Nucleus while Sparing mRNAs ofCytoplasmic Origin.	2015 Nov	United States	10.1128/JVI.01352-15
26311884	Genome-Wide Screen Reveals Valosin-Containing Protein Requirement for CoronavirusExit from Endosomes.	2015 Nov	United States	10.1128/JVI.01360-15
26308702	Development of an indirect ELISA based on a truncated S protein of the porcineepidemic diarrhea virus.	2015 Nov	Canada	10.1139/cjm-2015-0213
26304824	Concurrent Respiratory Viruses and Kawasaki Disease.	2015 Sep	United States	10.1542/peds.2015-0950
26304538	Discovery of an essential nucleotidylating activity associated with a newlydelineated conserved domain in the RNA polymerase-containing protein of allnidoviruses.	2015 Sep 30	England	10.1093/nar/gkv838
26301572	First Case of Systemic Coronavirus Infection in a Domestic Ferret (Mustelaputorius furo) in Peru.	2015 Dec	Germany	10.1111/tbed.12407
26301315	Immune Responses to Virulent and Vaccine Strains of Infectious Bronchitis Virusesin Chickens.	2015 Nov	United States	10.1089/vim.2015.0027
26300437	Surveillance operation for the 141st confirmed case of Middle East RespiratorySyndrome coronavirus in response to the patient's prior travel to Jeju Island.	2015	Korea (South)	10.4178/epih/e2015035
26299645	Detecting respiratory viral RNA using expanded genetic alphabets andself-avoiding DNA.	2015 Nov 15	United States	10.1016/j.ab.2015.08.015
26297958	Construction of an oral vaccine for transmissible gastroenteritis virus based onthe TGEV N gene expressed in an attenuated Salmonella typhimurium vector.	2016 Jan	Netherlands	10.1016/j.jviromet.2015.08.011
26296883	X-ray Structural and Functional Studies of the Three Tandemly Linked Domains ofNon-structural Protein 3 (nsp3) from Murine Hepatitis Virus Reveal ConservedFunctions.	2015 Oct 16	United States	10.1074/jbc.M115.662130
26296576	A novel astrovirus from dromedaries in the Middle East.	2015 Sep	England	10.1099/jgv.0.000233
26295920	Outbreaks, Middle East respiratory syndrome and sepsis in emergency care.	2015 Oct	England	10.1097/MEJ.0000000000000329
26293052	Prospective Evaluation of Rapid Antigen Tests for Diagnosis of Respiratory ViralPathogens.	2015 Jul-Aug	United States	10.1016/j.transproceed.2015.05.009
26292945	Putative phage-display epitopes of the porcine epidemic diarrhea virus S1 proteinand their anti-viral activity.	2015 Oct	United States	10.1007/s11262-015-1234-5
26292549	Hatchery Spray Cabinet Administration Does Not Damage Avian CoronavirusInfectious Bronchitis Virus Vaccine Based on Analysis by Electron Microscopy andVirus Titration.	2015 Mar	United States	10.1637/10918-081114-resnote
26292543	Effects of Adaptation of Infectious Bronchitis Virus Arkansas Attenuated Vaccineto Embryonic Kidney Cells.	2015 Mar	United States	10.1637/10947-093014-reg
26291986	Follow-up of Contacts of Middle East Respiratory Syndrome Coronavirus-InfectedReturning Travelers, the Netherlands, 2014.	2015 Sep	United States	10.3201/eid2109.150560
26291839	Laboratory Testing for Middle East Respiratory Syndrome Coronavirus, California,USA, 2013-2014.	2015 Sep	United States	10.3201/eid2109.150476
26291541	Acute Respiratory Infections in Travelers Returning from MERS-CoV-Affected Areas.	2015 Sep	United States	10.3201/eid2109.150472
26291193	Awareness, Attitudes, and Practices Related to Coronavirus Pandemic Among Publicin Saudi Arabia.	2015 Oct-Dec	United States	10.1097/FCH.0000000000000082
26290414	A synthetic consensus anti-spike protein DNA vaccine induces protective immunityagainst Middle East respiratory syndrome coronavirus in nonhuman primates.	2015 Aug 19	United States	10.1126/scitranslmed.aac7462
26287616	Concentration, Size Distribution, and Infectivity of Airborne Particles CarryingSwine Viruses.	2015	United States	10.1371/journal.pone.0135675
26287230	The Virus-Host Interplay: Biogenesis of +RNA Replication Complexes.	2015 Aug 6	Switzerland	10.3390/v7082825
26286944	Middle East respiratory syndrome (MERS) in Asia: lessons gleaned from the SouthKorean outbreak.	2015 Sep	England	10.1093/trstmh/trv064
26283628	Porcine epidemic diarrhea virus inhibits dsRNA-induced interferon-beta productionin porcine intestinal epithelial cells by blockade of the RIG-I-mediated pathway.	2015 Aug 18	England	10.1186/s12985-015-0345-x
26282942	Flexibility as a Strategy in Nucleoside Antiviral Drug Design.	2015	United Arab Emirates	10.2174/0929867322666150818103624
26281793	Structural basis for the neutralization of MERS-CoV by a human monoclonalantibody MERS-27.	2015 Aug 18	England	10.1038/srep13133
26281304	[The prevalence of the human rhinoviruses and coronaviruses circulating in theMoscow region during 2007-2012].	2015	Russia (Federation)	
26279980	Middle-East respiratory syndrome coronavirus: Is it worth a world panic?	2015 Aug 12	United States	10.5501/wjv.v4.i3.185
26278813	The Middle East respiratory syndrome puzzle: A familiar virus, a familiardisease, but some assembly still required.	2015 Sep-Oct	England	10.1016/j.jiph.2015.07.001
26277945	Use of Isotope-Edited FTIR to Derive a Backbone Structure of a TransmembraneProtein.	2014 Aug 7	United States	10.1021/jz501055d
26277655	Safety and efficacy of an attenuated Chinese QX-like infectious bronchitis virusstrain as a candidate vaccine.	2015 Oct 22	Netherlands	10.1016/j.vetmic.2015.07.036
26275845	Estimating the risk of Middle East respiratory syndrome (MERS) death during thecourse of the outbreak in the Republic of Korea, 2015.	2015 Oct	Canada	10.1016/j.ijid.2015.08.005
26273011	Controlling porcine epidemic diarrhoea.	2015 Aug 15	England	10.1136/vr.h4377
26272560	Complete Genome Sequence of Middle East Respiratory Syndrome Coronavirus(MERS-CoV) from the First Imported MERS-CoV Case in China.	2015 Aug 13	United States	10.1128/genomeA.00818-15
26272558	Complete Genome Sequence of Middle East Respiratory Syndrome CoronavirusKOR/KNIH/002_05_2015, Isolated in South Korea.	2015 Aug 13	United States	10.1128/genomeA.00787-15
26272397	Development of an ELISA based on a multi-fragment antigen of infectiousbronchitis virus for antibodies detection.	2015 Dec	Netherlands	10.1007/s10529-015-1935-9
26271648	Elevated transmission of upper respiratory illness among new recruits in militarybarracks in Thailand.	2015 Nov	England	10.1111/irv.12345
26271151	Complete genome analysis of equine coronavirus isolated in Japan.	2015 Nov	Austria	10.1007/s00705-015-2565-1
26269185	Severe Acute Respiratory Syndrome (SARS) Coronavirus ORF8 Protein Is Acquiredfrom SARS-Related Coronavirus from Greater Horseshoe Bats through Recombination.	2015 Oct	United States	10.1128/JVI.01048-15
26268320	Detection and molecular characterisation of bovine corona and toroviruses fromCroatian cattle.	2015 Aug 13	England	10.1186/s12917-015-0511-9
26265720	Statins May Decrease the Fatality Rate of Middle East Respiratory SyndromeInfection.	2015 Aug 11	United States	10.1128/mBio.01120-15
26265662	Urgent Call for Research on Middle East Respiratory Syndrome (MERS) in Korea.	2015 Jul	Korea (South)	10.3961/jpmph.15.047
26265603	Silent War to Emerging or Re-emerging Respiratory Infection Diseases Badly Keptin Mind.	2015 Aug 20	China	10.4103/0366-6999.162492
26262637	Genetic Characterization of the Belgian Nephropathogenic Infectious BronchitisVirus (NIBV) Reference Strain B1648.	2015 Aug 7	Switzerland	10.3390/v7082827
26261336	Swift antibodies to counter emerging viruses.	2015 Aug 18	United States	10.1073/pnas.1513050112
26260064	Prevalence of equine coronavirus in nasal secretions from horses with fever andupper respiratory tract infection.	2015 Sep 19	England	10.1136/vr.103263
26259277	[ANTIMICROBIAL ACTIVITY OF POLYAZOLIDINAMMONIUM, MODIFIED WITH HYDRATE-IONS OFIODINE].	2015 May-Jun	Russia (Federation)	
26256957	An Outbreak of Middle East Respiratory Syndrome Coronavirus Infection in SouthKorea, 2015.	2015 Sep	Korea (South)	10.3349/ymj.2015.56.5.1174
26256102	Dromedary Camels and the Transmission of Middle East Respiratory SyndromeCoronavirus (MERS-CoV).	2017 Apr	Germany	10.1111/tbed.12401
26256044	Prevalence and phylogenetic analysis of canine kobuviruses in diarrhoetic dogs innortheast China.	2016 Jan	Japan	10.1292/jvms.15-0414
26255008	[Clinical analysis of the first patient with imported Middle East respiratorysyndrome in China].	2015 Aug	China	10.3760/cma.j.issn.2095-4352.2015.08.002
26254026	Genotyping of turkey coronavirus field isolates from various geographic locationsin the Unites States based on the spike gene.	2015 Nov	Austria	10.1007/s00705-015-2556-2
26253335	Development of an enzyme-linked immunosorbent assay for the monitoring andsurveillance of antibodies to porcine epidemic diarrhea virus based on arecombinant membrane protein.	2015 Dec 1	Netherlands	10.1016/j.jviromet.2015.07.021
26251337	"Author's Response to Letter to Editor on ""Characteristics and Outcomes of MiddleEast Respiratory Syndrome Coronavirus Patients Admitted to an Intensive Care Unitin Jeddah, Saudi Arabia""."	2016 May	United States	10.1177/0885066615598721
26251335	Middle East Respiratory Syndrome Coronavirus Patients in the ICU.	2016 May	United States	10.1177/0885066615598720
26251322	Universal health insurance coverage for 1.3 billion people: What accounts forChina's success?	2015 Sep	Ireland	10.1016/j.healthpol.2015.07.008
26250156	Coronaviruses Detected in Brazilian Wild Birds Reveal Close EvolutionaryRelationships with Beta- and Deltacoronaviruses Isolated From Mammals.	2015 Aug	Germany	10.1007/s00239-015-9693-9
26250097	Newly Emerged Porcine Deltacoronavirus Associated With Diarrhoea in Swine inChina: Identification, Prevalence and Full-Length Genome Sequence Analysis.	2015 Dec	Germany	10.1111/tbed.12399
26249685	Crystallographic analysis of the N-terminal domain of Middle East respiratorysyndrome coronavirus nucleocapsid protein.	2015 Aug	United States	10.1107/S2053230X15010146
26245664	Editorial Commentary: Plethora of Respiratory Viruses and Respiratory Virus Data.	2015 Oct 15	United States	10.1093/cid/civ487
26242703	Anti-infective immunoadhesins from plants.	2015 Oct	England	10.1111/pbi.12441
26240502	An Appropriate Lower Respiratory Tract Specimen Is Essential for Diagnosis ofMiddle East Respiratory Syndrome (MERS).	2015 Aug	Korea (South)	10.3346/jkms.2015.30.8.1207
26240473	MERS Countermeasures as One of Global Health Security Agenda.	2015 Aug	Korea (South)	10.3346/jkms.2015.30.8.997
26240205	Controlling Middle East respiratory syndrome: lessons learned from severe acuterespiratory syndrome.	2015 Dec 1	United States	10.1093/cid/civ648
26239707	Phylogenetic analysis of avian infectious bronchitis virus S1 glycoproteinregions reveals emergence of a new genotype in Moroccan broiler chicken flocks.	2015 Aug 4	England	10.1186/s12985-015-0347-8
26236674	Assessment of the awareness level of dental students toward Middle EastRespiratory Syndrome-coronavirus.	2015 May-Jun	India	10.4103/2231-0762.159951
28616459	This could be the start of something big-20 years since the identification ofbats as the natural host of Hendra virus.	2015 Dec	Netherlands	10.1016/j.onehlt.2015.07.001
26232106	Development of an indirect ELISA, blocking ELISA, fluorescent microsphereimmunoassay and fluorescent focus neutralization assay for serologic evaluationof exposure to North American strains of Porcine Epidemic Diarrhea Virus.	2015 Aug 1	England	10.1186/s12917-015-0500-z
26229568	Re-emerging Middle East respiratory syndrome coronavirus: The hibernating bathypothesis.	2015 Jul-Sep	India	10.4103/1817-1737.160847
26228937	Oral Ribavirin for the Treatment of Noninfluenza Respiratory Viral Infections: ASystematic Review.	2015 Oct	United States	10.1177/1060028015597449
26226233	Genotypes of infectious bronchitis viruses circulating in the Middle East between2009 and 2014.	2015 Dec 2	Netherlands	10.1016/j.virusres.2015.07.019
26224424	Managing MERS-CoV in the healthcare setting.	2015	England	10.1080/21548331.2015.1074029
26223977	Combined infectious bronchitis virus Arkansas and Massachusetts serotypevaccination suppresses replication of Arkansas vaccine virus.	2015 Oct	England	10.1080/03079457.2015.1077928
26223589	Realistic risks.	2015 Jul 30	England	10.1038/523502a
26223545	Design of Potential RNAi (miRNA and siRNA) Molecules for Middle East RespiratorySyndrome Coronavirus (MERS-CoV) Gene Silencing by Computational Method.	2015 Sep	Germany	10.1007/s12539-015-0266-9
26221765	Full-length genome analysis of canine coronavirus type I.	2015 Dec 2	Netherlands	10.1016/j.virusres.2015.07.018
26220438	Two suspected MERS cases in Manchester prove negative.	2015 Jul 28	England	10.1136/bmj.h4126
26218899	Successful cross-protective efficacy induced by heat-adapted live attenuatednephropathogenic infectious bronchitis virus derived from a natural recombinantstrain.	2015 Dec 16	Netherlands	10.1016/j.vaccine.2015.07.043
26218507	Evaluation of candidate vaccine approaches for MERS-CoV.	2015 Jul 28	England	10.1038/ncomms8712
26216974	Prophylactic and postexposure efficacy of a potent human monoclonal antibodyagainst MERS coronavirus.	2015 Aug 18	United States	10.1073/pnas.1510199112
26216766	Probable transmission chains of Middle East respiratory syndrome coronavirus andthe multiple generations of secondary infection in South Korea.	2015 Sep	Canada	10.1016/j.ijid.2015.07.014
26212519	Changes in the Swine Gut Microbiota in Response to Porcine Epidemic DiarrheaInfection.	2015	Japan	10.1264/jsme2.ME15046
26212508	2015 MERS outbreak in Korea: hospital-to-hospital transmission.	2015	Korea (South)	10.4178/epih/e2015033
26212323	Quantitative Proteomics Identifies Serum Response Factor Binding Protein 1 as aHost Factor for Hepatitis C Virus Entry.	2015 Aug 4	United States	10.1016/j.celrep.2015.06.063
26212063	Assessing the risk of observing multiple generations of Middle East respiratorysyndrome (MERS) cases given an imported case.	2015 Jul 9	Sweden	10.2807/1560-7917.es2015.20.27.21181
26211569	Middle East respiratory syndrome coronavirus (MERS-CoV): A cluster analysis withimplications for global management of suspected cases.	2015 Jul-Aug	Netherlands	10.1016/j.tmaid.2015.06.012
26209385	First international external quality assessment of molecular diagnostics forMers-CoV.	2015 Aug	Netherlands	10.1016/j.jcv.2015.05.022
26206723	Bat-to-human: spike features determining 'host jump' of coronaviruses SARS-CoV,MERS-CoV, and beyond.	2015 Aug	England	10.1016/j.tim.2015.06.003
26203059	Discovery of T-Cell Infection and Apoptosis by Middle East Respiratory SyndromeCoronavirus.	2016 Mar 15	United States	10.1093/infdis/jiv381
26203058	Middle East Respiratory Syndrome Coronavirus Efficiently Infects Human Primary TLymphocytes and Activates the Extrinsic and Intrinsic Apoptosis Pathways.	2016 Mar 15	United States	10.1093/infdis/jiv380
26202435	Mucosal, Cellular, and Humoral Immune Responses Induced by Different LiveInfectious Bronchitis Virus Vaccination Regimes and Protection Conferred againstInfectious Bronchitis Virus Q1 Strain.	2015 Sep	United States	10.1128/CVI.00368-15
26202229	Brain Invasion by Mouse Hepatitis Virus Depends on Impairment of Tight Junctionsand Beta Interferon Production in Brain Microvascular Endothelial Cells.	2015 Oct	United States	10.1128/JVI.01501-15
26199194	Prevalence of canine infectious respiratory pathogens in asymptomatic dogspresented at US animal shelters.	2015 Sep	England	10.1111/jsap.12389
26199186	Genomic sequencing and analysis of the first imported Middle East RespiratorySyndrome Coronavirus (MERS CoV) in China.	2015 Aug	China	10.1007/s11427-015-4903-7
26198719	Treatment With Lopinavir/Ritonavir or Interferon-beta1b Improves Outcome ofMERS-CoV Infection in a Nonhuman Primate Model of Common Marmoset.	2015 Dec 15	United States	10.1093/infdis/jiv392
26198320	MERS-CoV: Where Are We Now?	2015 May	Singapore	
29138713	One Health and Zoonoses: The Evolution of One Health and Incorporation ofZoonoses.	2015	United States	10.5195/cajgh.2015.139
26196891	Occupational Exposure to Dromedaries and Risk for MERS-CoV Infection, Qatar,2013-2014.	2015 Aug	United States	10.3201/eid2108.150481
26196056	Isolation and characterization of a Korean porcine epidemic diarrhea virus strainKNU-141112.	2015 Oct 2	Netherlands	10.1016/j.virusres.2015.07.010
26192750	Animal models of Middle East respiratory syndrome coronavirus infection.	2015 Oct	Netherlands	10.1016/j.antiviral.2015.07.005
26191621	Molecular investigation of a full-length genome of a Q1-like IBV strain isolatedin Italy in 2013.	2015 Dec 2	Netherlands	10.1016/j.virusres.2015.07.008
26190637	Inactivation and safety testing of Middle East Respiratory Syndrome Coronavirus.	2015 Oct	Netherlands	10.1016/j.jviromet.2015.07.002
26190463	Targeting zoonotic viruses: Structure-based inhibition of the 3C-like proteasefrom bat coronavirus HKU4--The likely reservoir host to the human coronavirusthat causes Middle East Respiratory Syndrome (MERS).	2015 Sep 1	England	10.1016/j.bmc.2015.06.039
26189893	Detection and molecular characterization of caliciviruses (vesivirus andnorovirus) in an outbreak of acute diarrhea in kittens from Brazil.	2015 Oct	England	10.1016/j.tvjl.2015.06.014
26185125	Rapid and sensitive detection of Feline immunodeficiency virus using an insulatedisothermal PCR-based assay with a point-of-need PCR detection platform.	2015 Jul	United States	10.1177/1040638715593597
26184451	Animal models for SARS and MERS coronaviruses.	2015 Aug	Netherlands	10.1016/j.coviro.2015.06.009
26181294	Increased level of protection of respiratory tract and kidney by combiningdifferent infectious bronchitis virus vaccines against challenge withnephropathogenic Brazilian genotype subcluster 4 strains.	2015 Oct	England	10.1080/03079457.2015.1058916
26179810	Emerging and changing viral diseases in the new millennium.	2016 Apr	Denmark	10.1111/odi.12356
26177344	Human-Bat Interactions in Rural West Africa.	2015 Aug	United States	10.3201/eid2108.142015
26169850	Too many unknowns stymie response to MERS.	2015 Jul 4	England	10.1016/S0140-6736(15)61186-2
26165609	Antibody against nucleocapsid protein predicts susceptibility to humancoronavirus infection.	2015 Nov	England	10.1016/j.jinf.2015.07.002
26164863	Protective Effect of Intranasal Regimens Containing Peptidic Middle EastRespiratory Syndrome Coronavirus Fusion Inhibitor Against MERS-CoV Infection.	2015 Dec 15	United States	10.1093/infdis/jiv325
26164357	Rapid quantitation of porcine epidemic diarrhea virus (PEDV) by Virus Counter.	2015 Oct	Netherlands	10.1016/j.jviromet.2015.07.003
26163668	Evaluating the Adequacy of Molecular Clock Models Using Posterior PredictiveSimulations.	2015 Nov	United States	10.1093/molbev/msv154
26162305	New porcine epidemic diarrhoea virus variant with a large deletion in the spikegene identified in domestic pigs.	2015 Oct	Austria	10.1007/s00705-015-2522-z
26159422	Structural basis and functional analysis of the SARS coronavirus nsp14-nsp10complex.	2015 Jul 28	United States	10.1073/pnas.1508686112
26157591	An Unexpected Outbreak of Middle East Respiratory Syndrome Coronavirus Infectionin the Republic of Korea, 2015.	2015 Jun	Korea (South)	10.3947/ic.2015.47.2.120
26157346	Transmissible gastroenteritis virus (TGEV) infection alters the expression ofcellular microRNA species that affect transcription of TGEV gene 7.	2015	Australia	10.7150/ijbs.11585
26157150	Infectious Middle East Respiratory Syndrome Coronavirus Excretion and SerotypeVariability Based on Live Virus Isolates from Patients in Saudi Arabia.	2015 Sep	United States	10.1128/JCM.01368-15
26156123	Contrasted patterns of variation and evolutionary convergence at the antiviralOAS1 gene in old world primates.	2015 Sep	United States	10.1007/s00251-015-0855-0
26149721	"A G-quadruplex-binding macrodomain within the ""SARS-unique domain"" is essentialfor the activity of the SARS-coronavirus replication-transcription complex."	2015 Oct	United States	10.1016/j.virol.2015.06.016
26142661	Lessons to learn from MERS-CoV outbreak in South Korea.	2015 Jul 4	Italy	10.3855/jidc.7278
26142390	Differential modulation of avian beta-defensin and Toll-like receptor expressionin chickens infected with infectious bronchitis virus.	2015 Nov	Germany	10.1007/s00253-015-6786-8
26138557	Inability of rat DPP4 to allow MERS-CoV infection revealed by using a VSVpseudotype bearing truncated MERS-CoV spike protein.	2015 Sep	Austria	10.1007/s00705-015-2506-z
26136579	Myd88 Initiates Early Innate Immune Responses and Promotes CD4 T Cells duringCoronavirus Encephalomyelitis.	2015 Sep	United States	10.1128/JVI.01199-15
26136577	A Coronavirus E Protein Is Present in Two Distinct Pools with Different Effectson Assembly and the Secretory Pathway.	2015 Sep	United States	10.1128/JVI.01237-15
26135732	Emergence of porcine epidemic diarrhea virus in southern Germany.	2015 Jul 2	England	10.1186/s12917-015-0454-1
26133021	Brief Report: Incubation Period Duration and Severity of Clinical DiseaseFollowing Severe Acute Respiratory Syndrome Coronavirus Infection.	2015 Sep	United States	10.1097/EDE.0000000000000339
26132901	Interleukin-10 is a critical regulator of white matter lesion containmentfollowing viral induced demyelination.	2015 Nov	United States	10.1002/glia.22880
26132768	The role of superspreading in Middle East respiratory syndrome coronavirus(MERS-CoV) transmission.	2015 Jun 25	Sweden	10.2807/1560-7917.es2015.20.25.21167
26132767	Preliminary epidemiological assessment of MERS-CoV outbreak in South Korea, Mayto June 2015.	2015 Jun 25	Sweden	10.2807/1560-7917.es2015.20.25.21163
26132766	Epidemiological investigation of MERS-CoV spread in a single hospital in SouthKorea, May to June 2015.	2015 Jun 25	Sweden	10.2807/1560-7917.es2015.20.25.21169
26130942	Better Understanding on MERS Corona Virus Outbreak in Korea.	2015 Jul	Korea (South)	10.3346/jkms.2015.30.7.835
26130145	Mild encephalitis/encephalopathy with a reversible splenial lesion: five casesand a literature review.	2015 Nov	Italy	10.1007/s10072-015-2302-2
26125838	Dynamic changes of virus load in supernatant of primary CEK cell culture infectedwith different generations of avian infectious bronchitis virus strains Sczy3 asrevealed by real-time reverse transcription-polymerase chain reaction.	2015 Jun 11	Brazil	10.4238/2015.June.11.9
26124093	Pre- and postexposure efficacy of fully human antibodies against Spike protein ina novel humanized mouse model of MERS-CoV infection.	2015 Jul 14	United States	10.1073/pnas.1510830112
26120749	Middle East Respiratory Syndrome.	2015 Aug 1	United States	10.1164/rccm.201506-1221ED
26119168	Elevated level of renal xanthine oxidase mRNA transcription afternephropathogenic infectious bronchitis virus infection in growing layers.	2015	Korea (South)	10.4142/jvs.2015.16.4.423
