PMID	title	date	location	doi
19885368	Unraveling the complexities of the interferon response during SARS-CoV infection.	2009 Jan 1	England	10.2217/17460794.4.1.71
19883356	Otitis media: viruses, bacteria, biofilms and vaccines.	2009 Nov 2	Australia	
19878695	An ELISA based on recombinant spike protein S for the detection of antibodies totransmissible gastroenteritis virus of swine-like canine coronaviruses.	2010 Feb	Netherlands	10.1016/j.jviromet.2009.10.015
19875857	Evaluating protein similarity from coarse structures.	2009 Oct-Dec	United States	10.1109/TCBB.2007.70250
19875418	The RNA polymerase activity of SARS-coronavirus nsp12 is primer dependent.	2010 Jan	England	10.1093/nar/gkp904
19864379	Differential downregulation of ACE2 by the spike proteins of severe acuterespiratory syndrome coronavirus and human coronavirus NL63.	2010 Jan	United States	10.1128/JVI.01248-09
19861118	Antibody-mediated synergy and interference in the neutralization of SARS-CoV atan epitope cluster on the spike protein.	2009 Dec 18	United States	10.1016/j.bbrc.2009.10.115
19855817	The application of genomics to emerging zoonotic viral diseases.	2009 Oct	United States	10.1371/journal.ppat.1000557
19853613	Identification of a new region of SARS-CoV S protein critical for viral entry.	2009 Dec 11	England	10.1016/j.jmb.2009.10.032
19853271	A new mouse-adapted strain of SARS-CoV as a lethal model for evaluating antiviralagents in vitro and in vivo.	2009 Dec 20	United States	10.1016/j.virol.2009.09.023
19851732	Identification of a novel linear B-cell epitope in the M protein of avianinfectious bronchitis coronaviruses.	2009 Oct	Korea (South)	10.1007/s12275-009-0104-z
19851468	Evasion by stealth: inefficient immune activation underlies poor T cell responseand severe disease in SARS-CoV-infected mice.	2009 Oct	United States	10.1371/journal.ppat.1000636
19848084	Characterization of new variants of avian infectious bronchitis virus in Tunisia.	2009 Sep	United States	10.1637/8666-022609-Reg.1
19848072	Detection and molecular characterization of gene 3 and 5 of turkey coronavirusfrom turkeys with severe enteritis in Brazil.	2009 Sep	United States	10.1637/8507-103108-Reg.1
19846526	Murine hepatitis virus nonstructural protein 4 regulates virus-induced membranemodifications and replication complex function.	2010 Jan	United States	10.1128/JVI.01772-09
19846189	A human coronavirus OC43 variant harboring persistence-associated mutations inthe S glycoprotein differentially induces the unfolded protein response in humanneurons as compared to wild-type virus.	2009 Dec 20	United States	10.1016/j.virol.2009.09.026
19838190	A two-pronged strategy to suppress host protein synthesis by SARS coronavirusNsp1 protein.	2009 Nov	United States	10.1038/nsmb.1680
19835950	Reverse transcription loop-mediated isothermal amplification for the rapiddetection of infectious bronchitis virus in infected chicken tissues.	2010 Apr	England	10.1016/j.mcp.2009.10.001
19828744	Enhanced viral etiological diagnosis of respiratory system infection outbreaks byuse of a multitarget nucleic acid amplification assay.	2009 Dec	United States	10.1128/JCM.01469-09
19828617	Nuclear magnetic resonance structure of the nucleic acid-binding domain of severeacute respiratory syndrome coronavirus nonstructural protein 3.	2009 Dec	United States	10.1128/JVI.01253-09
19827980	Virologic survey of dogs with naturally acquired idiopathic conjunctivitis.	2009 Oct 15	United States	10.2460/javma.235.8.954
19822538	Respiratory syncytial virus, human bocavirus and rhinovirus bronchiolitis ininfants.	2010 Jan	England	10.1136/adc.2008.153361
19820731	Fatal lower respiratory tract disease with human corona virus NL63 in an adulthaematopoietic cell transplant recipient.	2010 Jun	England	10.1038/bmt.2009.292
19819574	Prevalence, prediction and risk factors of enteropathogens in normal andnon-normal faeces of young Dutch dairy calves.	2010 Feb 1	Netherlands	10.1016/j.prevetmed.2009.09.020
19819173	Dynamics of SARS-coronavirus HR2 domain in the prefusion and transition states.	2009 Dec	United States	10.1016/j.jmr.2009.09.012
19819086	Genetic analysis of canine group 2 coronavirus in Korean dogs.	2010 Feb 24	Netherlands	10.1016/j.vetmic.2009.09.002
19818660	Prevalence of feline coronavirus in two cat populations in Malaysia.	2009 Dec	England	10.1016/j.jfms.2009.08.005
19816578	The replicase gene of avian coronavirus infectious bronchitis virus is adeterminant of pathogenicity.	2009 Oct 9	United States	10.1371/journal.pone.0007384
19811085	Fine specificity of autoantibodies induced by mouse hepatitis virus A59.	2009 Oct	United States	10.1089/vim.2009.0019
19802044	The seroprevalence of canine respiratory coronavirus and canine influenza virusin dogs in New Zealand.	2009 Oct	England	10.1080/00480169.2009.58624
19801669	Role of spike protein endodomains in regulating coronavirus entry.	2009 Nov 20	United States	10.1074/jbc.M109.043547
19800091	Dual effect of nitric oxide on SARS-CoV replication: viral RNA production andpalmitoylation of the S protein are affected.	2009 Dec 5	United States	10.1016/j.virol.2009.09.007
19800030	Phylogenetic perspectives on the epidemiology and origins of SARS and SARS-likecoronaviruses.	2009 Dec	Netherlands	10.1016/j.meegid.2009.09.015
19798426	RNase L mediated protection from virus induced demyelination.	2009 Oct	United States	10.1371/journal.ppat.1000602
19794894	Vaccine efficacy against Ontario isolates of infectious bronchitis virus.	2009 Jul	Canada	
19793537	The infection of primary avian tracheal epithelial cells with infectiousbronchitis virus.	2010 Jan-Feb	England	10.1051/vetres/2009054
19788813	Genetics and pathogenesis of feline infectious peritonitis virus.	2009 Sep	United States	10.3201/eid1509.081573
19788804	Distant relatives of severe acute respiratory syndrome coronavirus and closerelatives of human coronavirus 229E in bats, Ghana.	2009 Sep	United States	10.3201/eid1509.090224
19786545	De novo recruitment of antigen-experienced and naive T cells contributes to thelong-term maintenance of antiviral T cell populations in the persistentlyinfected central nervous system.	2009 Oct 15	United States	10.4049/jimmunol.0902164
19786144	Protection of chickens against infectious bronchitis by a recombinant fowlpoxvirus co-expressing IBV-S1 and chicken IFNgamma.	2009 Nov 23	Netherlands	10.1016/j.vaccine.2009.09.065
19782089	Coronavirus N protein N-terminal domain (NTD) specifically binds thetranscriptional regulatory sequence (TRS) and melts TRS-cTRS RNA duplexes.	2009 Dec 4	England	10.1016/j.jmb.2009.09.040
19781871	Bid cleavage, cytochrome c release and caspase activation in caninecoronavirus-induced apoptosis.	2010 Feb 24	Netherlands	10.1016/j.vetmic.2009.09.001
19781572	Development of a real-time TaqMan RT-PCR assay for the detection of infectiousbronchitis virus in chickens, and comparison of RT-PCR and virus isolation.	2010 Feb	Netherlands	10.1016/j.jviromet.2009.09.014
19777806	[Induction of immune response after oral inoculation of mice with Lactobacilluscasei surface-displayed porcine epidemic diarrhea viral N protein].	2009 Jun	China	
19776135	Inhibition of protein kinase R activation and upregulation of GADD34 expressionplay a synergistic role in facilitating coronavirus replication by maintaining denovo protein synthesis in virus-infected cells.	2009 Dec	United States	10.1128/JVI.01546-09
19776127	Regulation of proinflammatory cytokine expression in primary mouse astrocytes bycoronavirus infection.	2009 Dec	United States	10.1128/JVI.01103-09
19775957	Signal from noise?	2009 Sep-Oct	United States	10.1109/MEMB.2009.934250
19740316	A synergistic interferon-gamma production is induced by mouse hepatitis virus ininterleukin-12 (IL-12)/IL-18-activated natural killer cells and modulated bycarcinoembryonic antigen-related cell adhesion molecules (CEACAM) 1a receptor.	2009 Sep	England	10.1111/j.1365-2567.2008.03030.x
19740307	Macrophage interleukin-6 and tumour necrosis factor-alpha are induced bycoronavirus fixation to Toll-like receptor 2/heparan sulphate receptors but notcarcinoembryonic cell adhesion antigen 1a.	2009 Sep	England	10.1111/j.1365-2567.2008.02946.x
19774678	Just like SARS.	2009 Oct	United States	10.1002/ppul.21085
19774076	Inducible bronchus-associated lymphoid tissue elicited by a protein cagenanoparticle enhances protection in mice against diverse respiratory viruses.	2009 Sep 23	United States	10.1371/journal.pone.0007142
19769160	[The cloning, expression and structural analysis of putative unknown protein Orf9b in SARS-CoV].	2009 Jul	China	
19258634	An oral mucosal DNA vaccine for SARS coronavirus infections.	2009 Feb	China	
19258633	Roles of spike protein in the pathogenesis of SARS coronavirus.	2009 Feb	China	
19258632	Mouse studies of SARS coronavirus-specific immune responses to recombinantreplication-defective adenovirus expressing SARS coronavirus N protein.	2009 Feb	China	
19762832	Respiratory infections in Norwegian dairy calves.	2009 Oct	United States	10.3168/jds.2009-2224
19762824	Enteropathogens and risk factors for diarrhea in Norwegian dairy calves.	2009 Oct	United States	10.3168/jds.2009-2080
19759228	Epidemiology and clinical presentations of human coronavirus NL63 infections inhong kong children.	2009 Nov	United States	10.1128/JCM.00832-09
19759148	Mouse hepatitis virus stem-loop 2 adopts a uYNMG(U)a-like tetraloop structurethat is highly functionally tolerant of base substitutions.	2009 Dec	United States	10.1128/JVI.00915-09
19748648	Human monoclonal antibodies to SARS-coronavirus inhibit infection by differentmechanisms.	2009 Nov 10	United States	10.1016/j.virol.2009.07.028
19748524	Efficient induction of cytotoxic T lymphocytes specific for severe acuterespiratory syndrome (SARS)-associated coronavirus by immunization withsurface-linked liposomal peptides derived from a non-structural polyprotein 1a.	2009 Nov	Netherlands	10.1016/j.antiviral.2009.09.004
19741068	Rat respiratory coronavirus infection: replication in airway and alveolarepithelial cells and the innate immune response.	2009 Dec	England	10.1099/vir.0.014282-0
19737757	Detection and differentiation of four poultry diseases using asymmetric reversetranscription polymerase chain reaction in combination with oligonucleotidemicroarrays.	2009 Sep	United States	10.1177/104063870902100506
19737754	Antigen-capture blocking enzyme-linked immunosorbent assay based on a baculovirusrecombinant antigen to differentiate Transmissible gastroenteritis virus fromPorcine respiratory coronavirus antibodies.	2009 Sep	United States	10.1177/104063870902100503
19737459	[Study on interaction between SARS-CoV N and MAP19].	2009 Sep	China	
19736875	Commentary on the feature article.	2009 Summer	United States	10.1016/S0840-4704(10)60454-1
19729635	American Chemical Society fall meeting, 16-20 August, Washington, D.C. SugaryAchilles' heel raises hope for broad-acting antiviral drugs.	2009 Sep 4	United States	10.1126/science.325_1200a
19729039	A real-time TaqMan RT-PCR assay with an internal amplification control for rapiddetection of transmissible gastroenteritis virus in swine fecal samples.	2009 Dec	Netherlands	10.1016/j.jviromet.2009.08.016
19727132	Immune responses to T-cell epitopes of SARS CoV-N protein are enhanced by Nimmunization with a chimera of lysosome-associated membrane protein.	2009 Nov	England	10.1038/gt.2009.92
19721004	Structural basis for ligand and substrate recognition by torovirus hemagglutininesterases.	2009 Sep 15	United States	10.1073/pnas.0904266106
19720244	Absence of antibody-dependent, complement-mediated lysis of feline infectiousperitonitis virus-infected cells.	2009 Sep	Netherlands	10.1016/j.virusres.2009.03.017
19717178	SARS-coronavirus spike S2 domain flanked by cysteine residues C822 and C833 isimportant for activation of membrane fusion.	2009 Oct 25	United States	10.1016/j.virol.2009.07.038
21994544	Significance of coronavirus mutants in feces and diseased tissues of catssuffering from feline infectious peritonitis.	2009 Sep	Switzerland	10.3390/v1020166
21089580	[Progress in structural studies of larger proteins by the SAIL-NMR method].	2009 Sep	Japan	
19710653	Population context determines cell-to-cell variability in endocytosis and virusinfection.	2009 Sep 24	England	10.1038/nature08282
19710146	Rhesus theta-defensin prevents death in a mouse model of severe acute respiratorysyndrome coronavirus pulmonary disease.	2009 Nov	United States	10.1128/JVI.01363-09
19706706	Two-step conformational changes in a coronavirus envelope glycoprotein mediatedby receptor binding and proteolysis.	2009 Nov	United States	10.1128/JVI.00959-09
19698190	Reverse genetic characterization of the natural genomic deletion inSARS-Coronavirus strain Frankfurt-1 open reading frame 7b reveals an attenuatingfunction of the 7b protein in-vitro and in-vivo.	2009 Aug 24	England	10.1186/1743-422X-6-131
19696879	Temporal variability and social heterogeneity in disease transmission: the caseof SARS in Hong Kong.	2009 Aug	United States	10.1371/journal.pcbi.1000471
19692601	Mechanisms of primary axonal damage in a viral model of multiple sclerosis.	2009 Aug 19	United States	10.1523/JNEUROSCI.1975-09.2009
19692148	The antiviral action of common household disinfectants and antiseptics againstmurine hepatitis virus, a potential surrogate for SARS coronavirus.	2009 Oct	United States	10.1016/j.ajic.2009.03.012
19691129	Elucidation of the stability and functional regions of the human coronavirus OC43nucleocapsid protein.	2009 Nov	United States	10.1002/pro.225
19687628	Isolation and identification of a canine coronavirus strain from giant pandas(Ailuropoda melanoleuca).	2009 Sep	Korea (South)	10.4142/jvs.2009.10.3.261
19687622	Detection and molecular characterization of infectious bronchitis virus isolatedfrom recent outbreaks in broiler flocks in Thailand.	2009 Sep	Korea (South)	10.4142/jvs.2009.10.3.219
19687041	Avian influenza virus, Streptococcus suis serotype 2, severe acute respiratorysyndrome-coronavirus and beyond: molecular epidemiology, ecology and thesituation in China.	2009 Sep 27	England	10.1098/rstb.2009.0093
19685004	Potential enhancement of osteoclastogenesis by severe acute respiratory syndromecoronavirus 3a/X1 protein.	2009	Austria	10.1007/s00705-009-0472-z
19684916	RNA aptamer-based sensitive detection of SARS coronavirus nucleocapsid protein.	2009 Sep	England	10.1039/b906788d
19683779	Recombinant receptor-binding domain of SARS-CoV spike protein expressed inmammalian, insect and E. coli cells elicits potent neutralizing antibody andprotective immunity.	2009 Oct 10	United States	10.1016/j.virol.2009.07.018
19669794	Large Arf1 guanine nucleotide exchange factors: evolution, domain structure, androles in membrane trafficking and human disease.	2009 Oct	Germany	10.1007/s00438-009-0473-3
19665859	Shuffling multivariate adaptive regression splines and adaptive neuro-fuzzyinference system as tools for QSAR study of SARS inhibitors.	2009 Dec 5	England	10.1016/j.jpba.2009.07.009
19651389	The year in review.	2009 Jun	England	10.1016/S1526-0542(09)70003-X
19660929	Detection of severe acute respiratory syndrome (SARS) coronavirus nucleocapsidprotein in human serum using a localized surface plasmon coupled fluorescencefiber-optic biosensor.	2009 Oct 15	England	10.1016/j.bios.2009.07.012
19657879	Lack of evidence of avian adenovirus infection among turkey workers.	2009	England	10.1080/10599240903041737
19656969	Porcine reproductive and respiratory syndrome virus modifies innate immunity andalters disease outcome in pigs subsequently infected with porcine respiratorycoronavirus: implications for respiratory viral co-infections.	2009 Nov	England	10.1099/vir.0.014001-0
19652475	Serological studies of infectious bronchitis vaccines against Japanese fieldisolates of homologous and heterologous genotypes.	2009 Jul	Japan	10.1292/jvms.71.891
19652340	Expression, crystallization and preliminary X-ray diffraction analysis of theN-terminal domain of nsp2 from avian infectious bronchitis virus.	2009 Aug 1	England	10.1107/S1744309109024749
19651159	Evaluation of the Cepheid respiratory syncytial virus and influenza virus A/Breal-time PCR analyte specific reagent.	2009 Dec	Netherlands	10.1016/j.jviromet.2009.07.020
19650917	Type I interferon receptor-independent and -dependent host transcriptionalresponses to mouse hepatitis coronavirus infection in vivo.	2009 Aug 3	England	10.1186/1471-2164-10-350
19647379	Prevalence of canine enteric coronavirus in a cross-sectional survey of dogspresenting at veterinary practices.	2010 Jan 6	Netherlands	10.1016/j.vetmic.2009.07.012
19645480	Structure-based design, synthesis, and biological evaluation of a series of noveland reversible inhibitors for the severe acute respiratory syndrome-coronaviruspapain-like protease.	2009 Aug 27	United States	10.1021/jm900611t
19641854	Mesodynamics in the SARS nucleocapsid measured by NMR field cycling.	2009 Sep	Netherlands	10.1007/s10858-009-9347-6
19640993	Severe acute respiratory syndrome coronavirus nonstructural protein 2 interactswith a host protein complex involved in mitochondrial biogenesis andintracellular signaling.	2009 Oct	United States	10.1128/JVI.00842-09
19638499	Host-pathogen interactions during coronavirus infection of primary alveolarepithelial cells.	2009 Nov	United States	10.1189/jlb.0209078
19638288	Simultaneous detection of respiratory viruses in children with acute respiratoryinfection using two different multiplex reverse transcription-PCR assays.	2009 Dec	Netherlands	10.1016/j.jviromet.2009.07.004
19636888	NMR assignment of the nonstructural protein nsp3(1066-1181) from SARS-CoV.	2008 Dec	Netherlands	10.1007/s12104-008-9104-x
19634766	[Porcine aminopeptidase N is a functional receptor for the PEDV coronavirus].	2009 May	China	
19633513	The pediatric burden of human coronaviruses evaluated for twenty years.	2009 Aug	United States	10.1097/INF.0b013e31819d0d27
19630234	CpG oligodeoxynucleotides activate innate immune response that suppressesinfectious bronchitis virus replication in chicken embryos.	2009 Jun	United States	10.1637/8560-121808-Reg.1
19630221	Infectious bronchitis virus field vaccination coverage and persistence ofArkansas-type viruses in commercial broilers.	2009 Jun	United States	10.1637/8465-090308-Reg.1
19629668	Oral immunization of mice with recombinant Lactococcus lactis expressing porcinetransmissible gastroenteritis virus spike glycoprotein.	2009 Oct	United States	10.1007/s11262-009-0390-x
19626607	Detection of four human coronaviruses in respiratory infections in children: aone-year study in Colorado.	2009 Sep	United States	10.1002/jmv.21541
19626487	CXCL10 and trafficking of virus-specific T cells during coronavirus-induceddemyelination.	2009 Sep	England	10.1080/08916930902810708
19625463	Characterization of a new genotype and serotype of infectious bronchitis virus inWestern Africa.	2009 Nov	England	10.1099/vir.0.012476-0
19625462	Angiotensin-converting enzyme 2 (ACE2) from raccoon dog can serve as an efficientreceptor for the spike protein of severe acute respiratory syndrome coronavirus.	2009 Nov	England	10.1099/vir.0.013490-0
19625461	Interferon priming enables cells to partially overturn the SARScoronavirus-induced block in innate immune activation.	2009 Nov	England	10.1099/vir.0.013599-0
19625187	Investigation of the pharmacophore space of Severe Acute Respiratory Syndromecoronavirus (SARS-CoV) NTPase/helicase by dihydroxychromone derivatives.	2009 Aug 15	England	10.1016/j.bmcl.2009.07.009
19624933	Chinese-like strain of porcine epidemic diarrhea virus, Thailand.	2009 Jul	United States	10.3201/eid1507.081256
19624927	Genetically diverse coronaviruses in wild bird populations of northern England.	2009 Jul	United States	10.3201/eid1507.090067
19623666	Experimental infection of Mongolian gerbils by a genotype 4 strain of swinehepatitis E virus.	2009 Sep	United States	10.1002/jmv.21573
19622868	Structure of the C-terminal domain of nsp4 from feline coronavirus.	2009 Aug	United States	10.1107/S0907444909018253
19608458	Persistence pays: how viruses promote host group survival.	2009 Aug	England	10.1016/j.mib.2009.06.014
19595990	Immunogenicity difference between the SARS coronavirus and the bat SARS-likecoronavirus spike (S) proteins.	2009 Sep 18	United States	10.1016/j.bbrc.2009.07.025
19593433	Crystal structure of the C-terminal cytoplasmic domain of non-structural protein4 from mouse hepatitis virus A59.	2009 Jul 10	United States	10.1371/journal.pone.0006217
19593379	Structure and inhibition of the SARS coronavirus envelope protein ion channel.	2009 Jul	United States	10.1371/journal.ppat.1000511
19590927	Candidate genes associated with susceptibility for SARS-coronavirus.	2010 Jan	United States	10.1007/s11538-009-9440-8
19590226	Molecular characterization and pathogenicity of infectious bronchitiscoronaviruses: complicated evolution and epidemiology in china caused bycocirculation of multiple types of infectious bronchitis coronaviruses.	2009	Switzerland	10.1159/000227134
19584555	The protective immune response against infectious bronchitis virus induced bymulti-epitope based peptide vaccines.	2009 Jul	England	10.1271/bbb.80864
19581895	Multifunctional nanoarchitectures from DNA-based ABC monomers.	2009 Jul	England	10.1038/nnano.2009.93
19580983	Host cell proteins interacting with the 3' end of TGEV coronavirus genomeinfluence virus replication.	2009 Sep 1	United States	10.1016/j.virol.2009.06.006
19579009	Enhancing immune responses against SARS-CoV nucleocapsid DNA vaccine byco-inoculating interleukin-2 expressing vector in mice.	2009 Nov	Netherlands	10.1007/s10529-009-0061-y
19573642	Intragastric administration of attenuated Salmonella typhimurium harbouringtransmissible gastroenteritis virus (TGEV) DNA vaccine induced specific antibodyproduction.	2009 Aug 13	Netherlands	10.1016/j.vaccine.2009.06.050
19572016	Acquisition of cell-cell fusion activity by amino acid substitutions in spikeprotein determines the infectivity of a coronavirus in cultured cells.	2009 Jul 2	United States	10.1371/journal.pone.0006130
19570864	Protective and pathologic roles of the immune response to mouse hepatitis virustype 1: implications for severe acute respiratory syndrome.	2009 Sep	United States	10.1128/JVI.00355-09
19570858	The spike protein of murine coronavirus regulates viral genome transport from thecell surface to the endoplasmic reticulum during infection.	2009 Oct	United States	10.1128/JVI.00956-09
19569487	Survey of feline leukemia virus and feline coronaviruses in captive neotropicalwild felids from Southern Brazil.	2009 Jun	United States	10.1638/2008-0067.1
19564494	Lung pathology and infectious agents in fatal feedlot pneumonias and relationshipwith mortality, disease onset, and treatments.	2009 Jul	United States	10.1177/104063870902100407
19561398	Comparative study of synonymous codon usage variations between the nucleocapsidand spike genes of coronavirus, and C-type lectin domain genes of human andmouse.	2009 Oct 31	United States	10.3858/emm.2009.41.10.081
19560387	Prevalence of feline coronavirus antibodies in cats in Bursa province, Turkey, byan enzyme-linked immunosorbent assay.	2009 Oct	England	10.1016/j.jfms.2009.02.008
19555507	Distribution and seasonality of rhinovirus and other respiratory viruses in across-section of asthmatic children in Trinidad, West Indies.	2009 Jun 25	England	10.1186/1824-7288-35-16
19555207	Simultaneous detection of five biothreat agents in powder samples by amultiplexed suspension array.	2009	England	10.1080/08923970902740837
19555169	Synthesis and evaluation of in vitro antiviral activity of 2-[3-(substitutedphenyl)-4,5-dihydro-1H-5-pyrazolyl]benzofuran-3-yl chloride derivatives.	2009 Aug	England	10.1080/14756360802560677
19553337	Toll-like receptor 4 deficiency increases disease and mortality after mousehepatitis virus type 1 infection of susceptible C3H mice.	2009 Sep	United States	10.1128/JVI.01857-08
19553314	Proteolytic activation of the spike protein at a novel RRRR/S motif is implicatedin furin-dependent entry, syncytium formation, and infectivity of coronavirusinfectious bronchitis virus in cultured cells.	2009 Sep	United States	10.1128/JVI.00613-09
19509435	Development of interfering RNA agents to inhibit SARS-associated coronavirusinfection and replication.	2009 Jun	China	
19509431	Occult respiratory viral infections in coronial autopsies: a pilot project.	2009 Jun	China	
19548531	[Synthesis in Escherichia coli cells and characterization of the activeexoribonuclease of severe acute respiratory syndrome coronavirus].	2009 May-Jun	Russia (Federation)	
19546349	Coronavirus diversity, phylogeny and interspecies jumping.	2009 Oct	England	10.3181/0903-MR-94
19544636	[Effect on mRNA and secretion levels of proinflammatory cytokines in DC infectedby SARS-CoV N gene recombinant adenovirus].	2008 Dec	China	
19543689	Coadministration of chicken GM-CSF with a DNA vaccine expressing infectiousbronchitis virus (IBV) S1 glycoprotein enhances the specific immune response andprotects against IBV infection.	2009	Austria	10.1007/s00705-009-0424-7
19538115	SARS vaccines: where are we?	2009 Jul	England	10.1586/erv.09.43
19537912	Analysis of putative recombination hot sites in the S gene of caninecoronaviruses.	2009	Slovakia	10.4149/av_2009_02_111
19534833	Studies on membrane topology, N-glycosylation and functionality of SARS-CoVmembrane protein.	2009 Jun 18	England	10.1186/1743-422X-6-79
19533385	Recent and future developments in the epidemiology of the infectious diseases.	2009	Netherlands	10.1007/s10654-009-9361-8
19526193	Characterization of SARS-CoV-specific memory T cells from recovered individuals 4years after infection.	2009	Austria	10.1007/s00705-009-0409-6
19523911	Boosted expression of the SARS-CoV nucleocapsid protein in tobacco and itsimmunogenicity in mice.	2009 Aug 6	Netherlands	10.1016/j.vaccine.2009.05.073
19523910	Altered pathogenicity, immunogenicity, tissue tropism and 3'-7kb region sequenceof an avian infectious bronchitis coronavirus strain after serial passage inembryos.	2009 Jul 23	Netherlands	10.1016/j.vaccine.2009.05.072
19515609	Multiplex PCR tests sentinel the appearance of pandemic influenza virusesincluding H1N1 swine influenza.	2009 Jul	Netherlands	10.1016/j.jcv.2009.05.031
19513614	Construction of plasmids expressing Sars-CoV encoding proteins and their effectson transcription of hfgl2 prothrombinase.	2009 Jun	China	10.1007/s11596-009-0311-1
19506054	Antiviral activity of chloroquine against human coronavirus OC43 infection innewborn mice.	2009 Aug	United States	10.1128/AAC.01509-08
19505311	Toll-like receptors, chemokine receptors and death receptor ligands responses inSARS coronavirus infected human monocyte derived dendritic cells.	2009 Jun 8	England	10.1186/1471-2172-10-35
19504744	Kawasaki disease lacks association with human coronavirus NL63 and humanbocavirus.	2009 Jun	United States	10.1097/inf.0b013e31819f41b6
19504730	Respiratory pathogens in respiratory tract illnesses during the first year oflife: a birth cohort study.	2009 Jun	United States	10.1097/inf.0b013e318195e26e
19501378	Comparison of enzyme-linked immunosorbent assay and RT-PCR for the detection ofporcine epidemic diarrhoea virus.	2010 Feb	England	10.1016/j.rvsc.2009.05.009
19498285	Propagation of swine hemagglutinating encephalomyelitis virus and pseudorabiesvirus in dorsal root ganglia cells.	2009 May	Japan	10.1292/jvms.71.595
19498283	Genetic analysis of the S1 gene of 4/91 type infectious bronchitis virus isolatedin Japan.	2009 May	Japan	10.1292/jvms.71.583
19497090	Bats and emerging zoonoses: henipaviruses and SARS.	2009 Aug	Germany	10.1111/j.1863-2378.2008.01218.x
19494700	Recombinant S-layer proteins of Lactobacillus brevis mediating antibody adhesionto calf intestine alleviated neonatal diarrhea syndrome.	2009 May	Korea (South)	10.4014/jmb.0805.325
19491313	Coronavirus immunoreactivity in individuals with a recent onset of psychoticsymptoms.	2011 Jan	United States	10.1093/schbul/sbp052
19490987	Synthetic peptides coupled to the surface of liposomes effectively induce SARScoronavirus-specific cytotoxic T lymphocytes and viral clearance in HLA-A*0201transgenic mice.	2009 Jun 12	Netherlands	10.1016/j.vaccine.2009.04.001
19490977	A new Sephadex-based method for removing microbicidal and cytotoxic residues whentesting antiseptics against viruses: Experiments with a human coronavirus as amodel.	2009 Aug	Netherlands	10.1016/j.jviromet.2009.03.023
19482534	Effect of Polyprenyl Immunostimulant on the survival times of three cats with thedry form of feline infectious peritonitis.	2009 Aug	England	10.1016/j.jfms.2008.12.002
19481039	Feline infectious peritonitis. ABCD guidelines on prevention and management.	2009 Jul	England	10.1016/j.jfms.2009.05.008
21994538	More and More Coronaviruses: Human Coronavirus HKU1.	2009 Jun	Switzerland	10.3390/v1010057
19479732	Using Gaussian model to improve biological sequence comparison.	2010 Jan 30	United States	10.1002/jcc.21322
19477025	Endogenous remyelination is induced by transplant rejection in a viral model ofmultiple sclerosis.	2009 Jul 25	Netherlands	10.1016/j.jneuroim.2009.05.002
19475608	Characterization of cytotoxic T-lymphocyte epitopes and immune responses to SARScoronavirus spike DNA vaccine expressing the RGD-integrin-binding motif.	2009 Jul	United States	10.1002/jmv.21571
19474208	Rapid pulmonary fibrosis induced by acute lung injury via a lipopolysaccharidethree-hit regimen.	2009 Jun	United States	10.1177/1753425908101509
19468938	Comparative analysis of the effect of glycyrrhizin diammonium and lithiumchloride on infectious bronchitis virus infection in vitro.	2009 Jun	England	10.1080/03079450902912184
19462619	[An update on viral diseases of the dog and cat].	2009 Apr 15	Netherlands	
19461490	Community-acquired respiratory viral infections in lung transplant recipients: asingle season cohort study.	2009 May 27	United States	10.1097/TP.0b013e3181a4857d
19459405	[Porcine epidemic diarrhea].	2009 Mar-Apr	Russia (Federation)	
19453650	SARS-coronavirus modulation of myocardial ACE2 expression and inflammation inpatients with SARS.	2009 Jul	England	10.1111/j.1365-2362.2009.02153.x
19453465	Human coronavirus NL63 infections in infants hospitalised with acute respiratorytract infections in South Africa.	2008 Jul	England	10.1111/j.1750-2659.2008.00049.x
19449500	Therapies for coronaviruses. Part I of II -- viral entry inhibitors.	2009 Mar	England	10.1517/13543770802609384
19444037	Review of new and newly discovered respiratory tract viruses in children.	2009 May	United States	10.1097/PEC.0b013e3181a3497e
19442544	Intestinal mucosal immune response in ducklings following oral immunisation withan attenuated Duck enteritis virus vaccine.	2010 Aug	England	10.1016/j.tvjl.2009.04.011
19441924	Therapies for coronaviruses. Part 2: Inhibitors of intracellular life cycle.	2009 Apr	England	10.1517/13543770802600698
19439480	Characterization of a highly conserved domain within the severe acute respiratorysyndrome coronavirus spike protein S2 domain with characteristics of a viralfusion peptide.	2009 Aug	United States	10.1128/JVI.00079-09
19439466	Coronavirus genetically redirected to the epidermal growth factor receptorexhibits effective antitumor activity against a malignant glioblastoma.	2009 Aug	United States	10.1128/JVI.00495-09
19439011	Elevated plasma surfactant protein D (SP-D) levels and a direct correlation withanti-severe acute respiratory syndrome coronavirus-specific IgG antibody in SARSpatients.	2009 Jun	England	10.1111/j.1365-3083.2009.02245.x
19436709	The SARS-unique domain (SUD) of SARS coronavirus contains two macrodomains thatbind G-quadruplexes.	2009 May	United States	10.1371/journal.ppat.1000428
19436584	Total sialic acid: an acute phase reactant in cats with a possible role in felinecoronavirus infection.	2009 Apr	Canada	
19435434	Toward better clinical data in emerging infectious diseases.	2009 Jun 15	United States	10.1086/599032
19432014	Massachusetts live vaccination protects against a novel infectious bronchitisvirus S1 genotype DMV/5642/06.	2009 Mar	United States	10.1637/8454-082108-ResNote.1
