TIME;CUSTOMER;OPERATION;EXTRA1;EXTRA2
04:20:37;195;ADD;58;6
04:20:39;756;ADD;16;8
04:20:42;409;DROP;42;4
04:20:43;703;ADD;3;1
04:20:44;402;ADD;34;7
04:21:05;74;ADD;7;2
04:21:08;402;ADD;38;9
04:21:18;474;CHECKOUT
04:21:20;228;DROP;50;1
04:21:32;184;ADD;28;7
04:21:35;974;CHECKOUT
04:21:37;234;ADD;59;4
04:22:05;585;ADD;51;5
04:22:14;360;ADD;40;8
04:22:14;820;ADD;44;5
04:22:19;340;DROP;42;3
04:22:20;281;ADD;54;9
04:22:20;577;ADD;13;3
04:22:21;281;ADD;54;7
04:22:29;540;ADD;14;8
04:22:30;18;DROP;35;2
04:22:30;967;ADD;39;9
04:22:34;931;ADD;15;2
04:22:41;508;CHECKOUT
04:22:45;539;CHECKOUT
04:22:51;909;ADD;27;9
04:23:04;948;DROP;35;5
04:23:14;479;DROP;27;3
04:23:20;26;ADD;55;5
04:23:22;122;CHECKOUT
04:23:25;179;DROP;56;2
04:23:25;923;ADD;6;6
04:23:29;883;ADD;3;4
04:23:30;286;CHECKOUT
04:23:31;234;ADD;13;2
04:23:33;816;ADD;11;8
04:23:45;975;ADD;41;6
04:23:50;985;CHECKOUT
04:23:57;669;ADD;28;2
04:23:58;483;DROP;19;3
04:24:14;741;ADD;57;9
04:24:22;333;ADD;42;1
04:24:29;61;ADD;24;2
04:24:30;257;CHECKOUT
04:24:40;281;ADD;56;9
04:24:45;281;DROP;56;7
04:24:55;164;DROP;39;1
04:25:00;948;ADD;35;5
04:25:02;113;DROP;7;5
04:25:04;688;CHECKOUT
04:25:05;975;DROP;41;5
04:25:13;654;ADD;57;8
04:25:19;643;DROP;15;9
04:25:21;243;DROP;30;5
04:25:22;611;ADD;37;7
04:25:29;969;ADD;20;3
04:25:36;483;ADD;34;7
04:25:40;237;ADD;7;4
04:25:45;213;DROP;47;3
04:25:54;119;ADD;10;8
04:25:54;389;ADD;39;1
04:26:00;896;DROP;41;2
04:26:14;745;ADD;11;6
04:26:20;595;DROP;7;1
04:26:25;107;CHECKOUT
04:26:36;577;DROP;13;2
04:26:42;319;ADD;45;8
04:26:45;422;DROP;13;1
04:27:06;131;CHECKOUT
04:27:13;443;DROP;24;1
04:27:47;479;CHECKOUT
04:27:52;784;ADD;47;2
04:27:57;100;ADD;4;1
04:28:12;169;DROP;1;1
04:28:18;402;DROP;38;5
04:28:25;550;ADD;33;7
04:28:30;736;CHECKOUT
04:28:41;61;ADD;50;7
04:28:46;232;ADD;14;2
04:28:46;256;ADD;1;3
04:28:49;906;ADD;35;7
04:29:03;289;CHECKOUT
04:29:04;805;ADD;19;1
04:29:06;683;DROP;25;4
04:29:14;6;ADD;1;4
04:29:15;285;ADD;24;3
04:29:15;580;DROP;39;2
04:29:18;831;ADD;9;4
04:29:25;69;ADD;35;6
04:29:26;469;CHECKOUT
04:29:38;462;ADD;34;4
04:29:39;281;ADD;56;6
04:29:40;463;ADD;28;1
04:29:45;611;DROP;37;3
04:29:47;243;ADD;30;5
04:30:00;79;ADD;29;6
04:30:02;85;ADD;32;1
04:30:04;680;ADD;34;5
04:30:07;281;CHECKOUT
04:30:09;809;ADD;1;4
04:30:10;172;CHECKOUT
04:30:25;243;CHECKOUT
04:30:36;809;ADD;26;4
04:30:40;814;ADD;1;6
04:30:49;948;ADD;21;4
04:31:01;317;ADD;21;2
04:31:05;105;CHECKOUT
04:31:08;809;DROP;26;1
04:31:23;579;CHECKOUT
04:31:36;805;ADD;19;9
04:31:52;0;ADD;27;1
04:32:01;169;ADD;1;9
04:32:01;802;ADD;32;8
04:32:10;62;ADD;44;6
04:32:17;611;ADD;1;6
04:32:22;604;ADD;30;9
04:32:26;238;CHECKOUT
04:32:26;445;ADD;11;9
04:32:29;805;ADD;6;2
04:32:32;511;ADD;56;6
04:32:55;814;DROP;1;5
04:32:58;805;DROP;6;1
04:33:02;773;DROP;24;5
04:33:04;361;ADD;24;4
04:33:04;745;DROP;11;5
04:33:08;826;ADD;11;9
04:33:20;234;DROP;13;1
04:33:21;805;ADD;6;1
04:33:23;395;ADD;45;8
04:33:31;657;DROP;12;7
04:33:33;921;ADD;5;9
04:33:36;935;ADD;4;1
04:33:39;378;ADD;20;3
04:33:39;831;DROP;9;1
04:33:45;913;ADD;46;6
04:33:46;621;ADD;14;6
04:33:48;378;ADD;20;8
04:33:59;445;ADD;25;3
04:33:59;952;DROP;8;1
04:34:01;511;DROP;56;1
04:34:04;336;ADD;45;2
04:34:14;511;ADD;56;4
04:34:18;285;DROP;24;2
04:34:30;334;ADD;15;1
04:34:32;885;ADD;23;6
04:34:33;483;DROP;34;4
04:34:37;511;ADD;54;4
04:34:52;919;CHECKOUT
04:34:53;79;DROP;29;3
04:34:53;348;CHECKOUT
04:34:54;805;ADD;30;6
04:35:00;261;ADD;0;8
04:35:05;378;CHECKOUT
04:35:08;913;ADD;59;3
04:35:20;869;ADD;35;7
04:35:28;906;ADD;35;8
04:35:34;805;ADD;30;2
04:35:41;290;CHECKOUT
04:35:57;816;DROP;11;5
04:35:58;75;ADD;11;4
04:35:58;336;DROP;45;1
04:36:05;527;ADD;54;4
04:36:15;449;ADD;56;7
04:36:18;805;CHECKOUT
04:36:20;283;CHECKOUT
04:36:27;535;DROP;16;3
04:36:30;815;DROP;49;3
04:36:33;511;DROP;54;3
04:36:35;213;ADD;38;2
04:36:41;749;ADD;17;8
04:36:45;149;ADD;7;8
04:36:45;431;DROP;50;4
04:36:46;85;ADD;32;4
04:36:47;2;ADD;12;7
04:36:47;64;ADD;27;2
04:36:56;500;ADD;3;4
04:37:04;906;ADD;32;9
04:37:15;587;ADD;1;8
04:37:23;851;CHECKOUT
04:37:34;604;ADD;30;4
04:37:41;79;ADD;29;5
04:37:45;113;ADD;7;1
04:37:49;37;ADD;33;6
04:37:49;261;ADD;31;1
04:37:50;14;ADD;36;7
04:37:54;685;ADD;13;3
04:38:04;859;ADD;31;3
04:38:05;861;CHECKOUT
04:38:12;279;CHECKOUT
04:38:20;61;DROP;50;3
04:38:27;19;ADD;48;9
04:38:30;558;ADD;58;2
04:38:36;184;ADD;28;5
04:38:37;485;ADD;39;8
04:38:39;302;ADD;7;4
04:38:39;525;ADD;18;7
04:38:42;511;ADD;44;5
04:38:49;19;DROP;48;9
04:38:50;19;ADD;48;6
04:38:52;92;DROP;15;3
04:38:53;766;ADD;9;2
04:39:03;511;ADD;44;4
04:39:05;935;ADD;44;3
04:39:21;978;ADD;3;9
04:39:22;948;DROP;21;1
04:39:24;703;DROP;3;1
04:39:27;511;CHECKOUT
04:39:35;904;CHECKOUT
04:39:43;830;ADD;42;6
04:39:44;163;CHECKOUT
04:39:47;232;DROP;14;1
04:39:49;198;ADD;57;2
04:39:51;195;ADD;9;5
04:39:59;403;ADD;9;4
04:40:01;164;CHECKOUT
04:40:14;106;ADD;4;6
04:40:26;232;ADD;42;5
04:40:34;388;ADD;59;8
04:40:34;604;ADD;13;2
04:40:43;52;ADD;39;3
04:40:48;19;ADD;20;8
04:40:54;317;ADD;21;4
04:41:13;7;CHECKOUT
04:41:17;232;DROP;42;2
04:41:23;55;CHECKOUT
04:41:27;233;ADD;59;4
04:41:29;587;DROP;1;5
04:41:47;390;ADD;7;5
04:41:51;19;DROP;20;5
04:41:54;713;DROP;36;1
04:41:59;944;ADD;50;9
04:42:00;471;ADD;40;8
04:42:03;333;DROP;42;1
04:42:04;896;ADD;41;2
04:42:09;678;ADD;47;9
04:42:09;706;ADD;39;9
04:42:11;368;ADD;30;7
04:42:21;653;CHECKOUT
04:42:28;169;ADD;9;7
04:42:30;720;ADD;49;2
04:42:45;814;ADD;42;7
04:43:17;585;ADD;20;8
04:43:29;242;ADD;13;7
04:43:35;81;ADD;53;6
04:43:35;471;DROP;40;3
04:43:58;860;ADD;23;1
04:44:04;860;ADD;48;1
04:44:06;913;CHECKOUT
04:44:18;445;DROP;25;2
04:44:18;680;CHECKOUT
04:44:24;589;ADD;43;1
04:44:36;503;DROP;6;1
04:44:40;923;CHECKOUT
04:44:41;154;ADD;22;2
04:44:41;447;ADD;55;8
04:44:41;659;ADD;11;5
04:44:42;400;ADD;41;7
04:44:42;734;ADD;32;7
04:44:46;400;ADD;41;8
04:44:57;590;CHECKOUT
04:44:59;406;DROP;19;2
04:45:04;29;ADD;15;2
04:45:09;995;DROP;12;3
04:45:12;79;CHECKOUT
04:45:13;195;ADD;9;4
04:45:18;75;ADD;11;9
04:45:19;0;ADD;46;3
04:45:28;773;ADD;43;4
04:45:29;849;ADD;43;8
04:45:30;225;ADD;35;2
04:45:34;809;CHECKOUT
04:45:36;896;CHECKOUT
04:45:44;586;ADD;56;5
04:45:52;816;CHECKOUT
04:45:55;0;ADD;46;4
04:45:59;764;ADD;52;1
04:46:00;483;ADD;21;9
04:46:07;754;ADD;36;1
04:46:07;891;ADD;47;9
04:46:26;195;CHECKOUT
04:46:37;231;ADD;4;2
04:46:38;706;ADD;39;1
04:46:41;0;CHECKOUT
04:46:52;786;ADD;44;2
04:46:55;296;ADD;59;5
04:46:57;870;ADD;57;9
04:47:01;756;CHECKOUT
04:47:06;772;ADD;34;3
04:47:08;935;ADD;44;4
04:47:18;577;ADD;13;8
04:47:18;623;CHECKOUT
04:47:19;894;CHECKOUT
04:47:24;589;CHECKOUT
04:47:25;873;ADD;4;9
04:47:31;178;ADD;49;5
04:47:34;324;ADD;58;8
04:47:39;233;DROP;59;1
04:47:41;503;ADD;6;3
04:47:45;935;CHECKOUT
04:48:00;604;ADD;34;4
04:48:00;807;ADD;12;5
04:48:00;869;ADD;33;1
04:48:04;712;ADD;52;6
04:48:10;866;ADD;3;8
04:48:17;903;CHECKOUT
04:48:35;802;DROP;32;1
04:48:35;977;DROP;12;1
04:48:45;873;DROP;4;3
04:48:49;621;CHECKOUT
04:48:51;535;ADD;45;2
04:48:57;921;DROP;5;2
04:49:02;471;ADD;22;4
04:49:06;654;CHECKOUT
04:49:11;471;ADD;22;8
04:49:24;954;ADD;34;8
04:49:27;888;ADD;11;3
04:49:30;860;ADD;48;8
04:49:33;550;ADD;2;6
04:49:43;169;DROP;9;2
04:49:57;826;CHECKOUT
04:50:02;969;DROP;20;3
04:50:12;400;ADD;34;1
04:50:36;228;ADD;50;2
04:50:38;228;CHECKOUT
04:50:53;485;CHECKOUT
04:50:58;19;ADD;52;6
04:51:09;400;ADD;34;5
04:51:15;75;CHECKOUT
04:51:18;855;DROP;1;2
04:51:22;655;ADD;53;1
04:51:23;775;ADD;24;6
04:51:25;581;ADD;18;8
04:51:29;406;CHECKOUT
04:51:33;412;ADD;10;1
04:51:40;792;ADD;18;4
04:51:50;451;DROP;17;1
04:51:54;969;ADD;20;8
04:52:22;463;ADD;4;2
04:52:22;535;ADD;1;1
04:52:22;538;ADD;25;1
04:52:27;317;ADD;0;1
04:52:35;169;ADD;9;2
04:52:38;231;DROP;4;1
04:52:45;462;DROP;34;3
04:52:54;463;DROP;4;1
04:53:00;784;DROP;47;1
04:53:18;515;CHECKOUT
04:53:31;948;CHECKOUT
04:53:38;232;ADD;42;5
04:53:40;577;CHECKOUT
04:53:45;374;DROP;52;4
04:53:46;674;DROP;2;3
04:53:46;925;CHECKOUT
04:53:52;810;ADD;2;7
04:53:59;409;CHECKOUT
04:54:15;317;ADD;0;3
04:54:15;500;CHECKOUT
04:54:34;497;DROP;16;6
04:54:39;83;ADD;49;4
04:54:44;231;ADD;49;2
04:54:49;149;CHECKOUT
04:54:53;628;ADD;20;3
04:54:58;734;ADD;32;4
04:55:06;678;ADD;47;7
04:55:10;678;ADD;38;9
04:55:20;368;CHECKOUT
04:55:25;29;DROP;15;2
04:55:32;632;ADD;16;4
04:55:40;802;ADD;32;7
04:55:49;439;ADD;46;1
04:55:49;505;DROP;37;1
04:56:06;998;ADD;40;8
04:56:09;31;DROP;8;2
04:56:14;994;DROP;14;4
04:56:16;484;ADD;26;1
04:56:24;198;ADD;9;2
04:56:27;471;CHECKOUT
04:56:28;139;ADD;59;9
04:56:30;559;ADD;4;5
04:56:39;678;ADD;38;4
04:56:41;72;ADD;25;6
04:56:42;385;ADD;14;9
04:56:44;234;CHECKOUT
04:56:58;400;ADD;38;6
04:57:01;139;DROP;59;7
04:57:08;64;CHECKOUT
04:57:10;80;ADD;32;7
04:57:13;83;DROP;49;2
04:57:15;477;DROP;3;6
04:57:15;559;DROP;4;4
04:57:23;242;ADD;13;4
04:58:01;477;ADD;3;1
04:58:07;527;ADD;54;4
04:58:11;43;ADD;0;4
04:58:15;559;ADD;4;1
04:58:20;26;DROP;55;5
04:58:29;921;CHECKOUT
04:58:44;995;ADD;12;5
04:58:48;922;ADD;18;1
04:58:53;230;ADD;50;9
04:59:01;690;ADD;46;5
04:59:05;944;DROP;50;3
04:59:14;550;CHECKOUT
04:59:25;443;ADD;24;2
04:59:46;400;ADD;38;1
04:59:47;43;DROP;0;4
04:59:51;968;ADD;57;4
04:59:52;81;ADD;6;3
04:59:52;340;ADD;29;1
04:59:58;632;CHECKOUT
04:59:58;678;CHECKOUT
04:59:59;810;DROP;2;6
05:00:00;400;CHECKOUT
05:00:06;92;CHECKOUT
05:00:17;786;CHECKOUT
05:00:18;19;CHECKOUT
05:00:21;96;ADD;42;2
05:00:24;927;ADD;28;6
05:00:27;587;ADD;1;5
05:00:31;29;ADD;15;3
05:00:34;673;ADD;58;3
05:00:38;949;ADD;21;6
05:00:45;593;ADD;40;3
05:00:51;559;ADD;33;8
05:01:05;595;CHECKOUT
05:01:19;226;ADD;29;5
05:01:22;703;ADD;3;3
05:01:28;807;ADD;8;6
05:01:38;888;ADD;11;8
05:01:39;345;CHECKOUT
05:01:51;565;DROP;30;4
05:01:52;559;ADD;16;2
05:01:59;814;ADD;26;4
05:02:04;143;ADD;20;8
05:02:11;431;CHECKOUT
05:02:28;219;ADD;7;2
05:02:36;947;DROP;49;3
05:02:38;906;DROP;32;8
05:02:39;256;DROP;1;1
05:02:41;408;ADD;56;2
05:02:44;143;DROP;20;8
05:02:45;43;ADD;0;4
05:02:47;713;ADD;58;7
05:02:52;81;ADD;6;6
05:03:19;807;DROP;8;3
05:03:27;271;ADD;6;9
05:03:31;231;DROP;49;1
05:03:36;143;ADD;20;5
05:03:40;503;CHECKOUT
05:03:42;365;DROP;6;2
05:03:58;102;ADD;44;4
05:03:59;389;ADD;36;7
05:04:06;906;CHECKOUT
05:04:10;518;CHECKOUT
05:04:23;538;CHECKOUT
05:04:26;527;CHECKOUT
05:04:42;969;CHECKOUT
05:04:44;559;ADD;16;9
05:04:44;855;ADD;1;6
05:04:51;43;ADD;7;3
05:04:53;154;DROP;22;1
05:04:54;43;DROP;7;2
05:05:01;317;CHECKOUT
05:05:07;979;ADD;46;8
05:05:11;143;ADD;14;6
05:05:11;888;ADD;59;4
05:05:17;29;ADD;29;2
05:05:30;184;ADD;4;6
05:05:30;580;ADD;51;1
05:05:36;143;ADD;57;9
05:05:38;80;CHECKOUT
05:05:41;810;CHECKOUT
05:05:52;143;DROP;57;8
05:05:55;978;ADD;31;8
05:06:01;576;CHECKOUT
05:06:02;802;CHECKOUT
05:06:05;604;DROP;34;4
05:06:06;178;CHECKOUT
05:06:12;143;ADD;57;1
05:06:13;378;ADD;40;2
05:06:14;587;ADD;35;9
05:06:17;888;ADD;59;6
05:06:19;216;ADD;9;7
05:06:39;43;CHECKOUT
05:06:42;143;CHECKOUT
05:06:45;231;ADD;11;3
05:06:46;720;DROP;49;1
05:06:54;535;CHECKOUT
05:06:55;442;ADD;53;8
05:07:05;361;ADD;24;3
05:07:07;631;DROP;26;5
05:07:11;703;CHECKOUT
05:07:12;918;DROP;19;1
05:07:13;261;DROP;31;1
05:07:14;226;ADD;29;9
05:07:19;555;ADD;58;5
05:07:28;977;ADD;52;5
05:07:40;445;ADD;25;4
05:08:06;349;ADD;55;7
05:08:19;271;DROP;6;9
05:08:20;41;ADD;23;4
05:08:24;754;ADD;42;5
05:08:25;167;ADD;7;4
05:08:29;628;DROP;20;3
05:08:34;715;ADD;46;3
05:08:42;2;DROP;12;6
05:08:42;29;ADD;37;4
05:08:55;830;DROP;42;2
05:09:16;493;ADD;45;5
05:09:18;681;CHECKOUT
05:09:25;333;ADD;42;3
05:09:33;728;ADD;50;7
05:09:35;310;ADD;46;5
05:09:36;674;CHECKOUT
05:09:41;493;ADD;32;3
05:09:43;690;ADD;46;2
05:09:51;559;CHECKOUT
05:09:57;798;ADD;54;3
05:09:58;792;CHECKOUT
05:10:18;6;DROP;1;4
05:10:18;715;ADD;46;5
05:10:29;360;CHECKOUT
05:10:30;477;CHECKOUT
05:10:31;402;CHECKOUT
05:10:36;388;DROP;59;4
05:10:40;735;CHECKOUT
05:10:43;310;ADD;46;3
05:10:46;944;ADD;50;8
05:10:53;76;ADD;40;2
05:10:57;232;CHECKOUT
05:11:06;285;ADD;24;3
05:11:12;830;ADD;42;6
05:11:13;256;ADD;42;9
05:11:16;927;DROP;28;4
05:11:17;385;DROP;14;4
05:11:18;306;ADD;27;9
05:11:19;593;CHECKOUT
05:11:23;513;ADD;31;2
05:11:27;337;ADD;12;7
05:11:33;628;ADD;20;8
05:11:47;659;ADD;11;8
05:11:52;374;ADD;52;2
05:11:55;478;ADD;33;9
05:11:58;586;CHECKOUT
05:12:06;302;ADD;7;9
05:12:09;689;ADD;14;7
05:12:11;829;ADD;47;7
05:12:17;48;CHECKOUT
05:12:24;380;DROP;46;2
05:12:32;147;ADD;0;5
05:12:46;784;ADD;36;6
05:12:56;4;ADD;49;2
05:13:01;310;ADD;11;3
05:13:03;4;ADD;49;4
05:13:06;197;ADD;57;9
05:13:09;307;ADD;41;4
05:13:19;737;CHECKOUT
05:13:37;878;ADD;14;5
05:13:44;513;DROP;31;2
05:13:48;648;ADD;14;2
05:13:54;522;ADD;9;7
05:14:08;721;CHECKOUT
05:14:11;442;ADD;53;6
05:14:12;630;ADD;21;7
05:14:18;145;ADD;38;7
05:14:19;422;ADD;26;5
05:14:21;230;CHECKOUT
05:14:21;850;ADD;41;4
05:14:23;553;ADD;14;6
05:14:30;975;ADD;41;7
05:14:41;256;CHECKOUT
05:14:44;706;CHECKOUT
05:15:07;807;ADD;8;7
05:15:31;944;ADD;41;4
05:15:39;14;DROP;36;6
05:15:48;673;ADD;58;1
05:15:48;780;DROP;41;2
05:15:57;859;DROP;31;1
05:16:07;725;ADD;33;7
05:16:13;54;ADD;59;2
05:16:18;949;DROP;21;4
05:16:19;443;ADD;12;1
05:16:20;428;ADD;13;9
05:16:21;932;ADD;23;5
05:16:27;741;CHECKOUT
05:16:28;532;ADD;3;5
05:16:31;77;ADD;24;4
05:16:37;479;ADD;19;9
05:16:39;584;ADD;35;3
05:16:41;415;ADD;15;7
05:16:42;199;ADD;44;4
05:16:46;478;DROP;33;4
05:16:54;723;ADD;40;8
05:16:55;734;ADD;53;2
05:17:09;513;ADD;31;6
05:17:10;239;ADD;44;8
05:17:10;902;ADD;15;4
05:17:22;669;CHECKOUT
05:17:30;109;ADD;49;7
05:17:30;784;CHECKOUT
05:17:41;188;ADD;42;1
05:17:45;42;DROP;33;4
05:17:45;815;ADD;49;6
05:17:48;38;ADD;7;1
05:17:57;239;ADD;27;6
05:18:07;873;CHECKOUT
05:18:09;439;ADD;46;3
05:18:09;506;CHECKOUT
05:18:11;719;ADD;48;7
05:18:12;113;ADD;20;9
05:18:12;627;ADD;52;3
05:18:13;102;ADD;44;3
05:18:19;108;ADD;39;8
05:18:41;482;ADD;0;6
05:18:42;169;CHECKOUT
05:18:44;198;ADD;21;8
05:18:48;670;ADD;20;8
05:18:52;37;ADD;46;7
05:18:52;561;ADD;36;6
05:18:53;200;ADD;19;6
05:18:53;625;ADD;59;3
05:18:57;188;DROP;42;1
05:19:01;297;ADD;32;4
05:19:06;685;ADD;49;5
05:19:07;613;ADD;53;4
05:19:19;613;ADD;53;1
05:19:26;613;CHECKOUT
05:19:39;542;ADD;55;3
05:19:53;525;ADD;44;6
05:19:55;971;ADD;56;8
05:19:58;188;ADD;42;3
05:20:05;191;ADD;18;7
05:20:09;54;DROP;59;1
05:20:14;611;ADD;1;6
05:20:18;690;ADD;51;7
05:20:19;388;ADD;59;4
05:20:20;815;CHECKOUT
05:20:21;603;ADD;38;4
05:20:22;451;ADD;17;2
05:20:28;213;DROP;38;1
05:20:35;83;CHECKOUT
05:20:38;197;ADD;57;6
05:20:38;411;ADD;33;5
05:20:51;4;CHECKOUT
05:20:52;171;ADD;0;4
05:21:00;61;CHECKOUT
05:21:05;483;DROP;21;5
05:21:12;420;ADD;41;6
05:21:26;267;ADD;5;3
05:21:27;171;DROP;0;3
05:22:01;439;ADD;41;3
05:22:02;197;ADD;46;4
05:22:04;437;ADD;35;9
05:22:06;723;ADD;37;9
05:22:13;978;DROP;31;5
05:22:18;513;CHECKOUT
05:22:26;512;ADD;9;9
05:22:33;161;ADD;38;1
05:22:41;847;ADD;16;9
05:22:48;188;ADD;58;4
05:22:54;161;DROP;38;1
05:22:57;739;ADD;48;9
05:23:00;598;ADD;17;2
05:23:02;715;ADD;23;8
05:23:03;723;DROP;37;1
05:23:04;720;ADD;17;5
05:23:18;349;DROP;55;5
05:23:18;522;DROP;9;5
05:23:18;888;ADD;17;7
05:23:21;889;ADD;36;1
05:23:22;67;ADD;2;8
05:23:24;437;DROP;35;4
05:23:35;389;ADD;36;2
05:23:45;128;ADD;22;6
05:23:47;117;ADD;1;5
05:23:47;128;ADD;22;1
05:23:49;720;CHECKOUT
05:24:01;361;ADD;42;5
05:24:01;979;ADD;11;5
05:24:07;67;DROP;2;3
05:24:11;124;ADD;43;3
05:24:16;439;ADD;41;1
05:24:17;564;ADD;29;7
05:24:23;847;ADD;30;3
05:24:30;478;ADD;45;4
05:24:47;888;DROP;17;2
05:24:56;553;ADD;14;4
05:25:00;442;ADD;0;4
05:25:00;728;ADD;28;2
05:25:05;980;ADD;55;2
05:25:14;716;ADD;36;1
05:25:25;128;ADD;16;9
05:25:29;888;ADD;17;2
05:25:32;128;CHECKOUT
05:25:37;673;CHECKOUT
05:25:41;442;DROP;0;2
05:25:43;199;ADD;25;3
05:25:43;715;ADD;2;4
05:26:04;627;CHECKOUT
05:26:05;437;ADD;35;9
05:26:11;670;DROP;20;7
05:26:12;917;ADD;17;9
05:26:17;483;ADD;21;9
05:26:17;847;ADD;30;2
05:26:18;753;ADD;4;5
05:26:22;200;DROP;19;1
05:26:31;197;DROP;46;2
05:26:36;753;CHECKOUT
05:26:50;150;ADD;2;4
05:26:53;108;DROP;39;3
05:26:55;24;ADD;17;1
05:26:55;139;CHECKOUT
05:26:58;239;DROP;27;1
05:27:03;216;ADD;9;4
05:27:06;745;CHECKOUT
05:27:11;205;ADD;4;5
05:27:15;459;ADD;5;5
05:27:21;580;CHECKOUT
05:27:24;378;DROP;40;1
05:27:26;134;ADD;5;5
05:27:27;641;ADD;46;5
05:27:33;860;ADD;35;3
05:27:34;29;DROP;37;3
05:27:34;540;ADD;14;9
05:27:37;773;ADD;43;4
05:27:51;785;ADD;18;8
05:27:55;397;CHECKOUT
05:27:56;574;ADD;3;7
05:27:57;29;ADD;37;2
05:27:58;188;DROP;58;2
05:28:03;390;ADD;7;7
05:28:07;775;ADD;24;6
05:28:09;132;DROP;19;1
05:28:11;641;ADD;23;2
05:28:15;847;ADD;58;6
05:28:18;659;CHECKOUT
05:28:19;723;ADD;37;1
05:28:24;540;CHECKOUT
05:28:32;67;ADD;49;9
05:28:36;184;DROP;4;5
05:28:49;29;CHECKOUT
05:28:59;586;ADD;5;3
05:29:01;870;ADD;23;6
05:29:03;408;ADD;23;3
05:29:09;337;ADD;12;8
05:29:11;188;ADD;56;6
05:29:13;390;CHECKOUT
05:29:35;855;CHECKOUT
05:29:50;231;ADD;11;6
05:29:59;98;CHECKOUT
05:30:01;904;ADD;44;7
05:30:05;780;ADD;41;4
05:30:21;819;ADD;49;7
05:30:22;553;CHECKOUT
05:30:28;667;ADD;46;6
05:30:33;188;ADD;56;8
05:30:40;13;ADD;3;5
05:30:43;975;ADD;2;5
05:30:52;489;ADD;59;4
05:31:20;705;ADD;15;3
05:31:28;752;ADD;4;2
05:31:42;758;ADD;36;4
05:31:49;584;ADD;35;1
05:32:16;72;DROP;25;1
05:32:33;685;DROP;49;5
05:32:36;636;ADD;3;4
05:32:41;307;CHECKOUT
05:32:41;623;ADD;29;3
05:32:43;171;ADD;56;2
05:32:43;405;ADD;59;6
05:32:43;641;DROP;23;1
05:32:46;14;ADD;12;8
05:32:49;463;CHECKOUT
05:32:59;124;ADD;10;3
05:32:59;819;ADD;33;2
05:33:01;171;ADD;16;9
05:33:03;197;ADD;46;6
05:33:08;130;ADD;18;2
05:33:08;445;ADD;2;9
05:33:10;304;ADD;40;5
05:33:17;171;DROP;16;7
05:33:35;880;ADD;11;5
05:33:35;984;ADD;43;5
05:33:38;546;ADD;17;6
05:33:48;723;ADD;7;8
05:33:49;641;ADD;9;6
05:33:53;197;ADD;33;1
05:33:53;866;ADD;3;5
05:34:02;782;ADD;45;8
05:34:05;597;ADD;44;8
05:34:10;182;ADD;53;5
05:34:22;445;CHECKOUT
05:34:31;902;ADD;15;5
05:34:35;623;DROP;29;1
05:34:42;522;CHECKOUT
05:34:44;188;CHECKOUT
05:34:47;96;DROP;42;1
05:34:49;655;ADD;53;2
05:34:51;171;ADD;16;4
05:34:59;643;ADD;15;7
05:35:03;361;DROP;42;4
05:35:07;780;ADD;12;8
05:35:12;904;ADD;44;3
05:35:17;586;DROP;5;2
05:35:18;349;ADD;55;5
05:35:19;349;ADD;13;5
05:35:19;372;ADD;4;4
05:35:21;625;ADD;59;3
05:35:36;67;CHECKOUT
05:35:49;341;ADD;40;4
05:35:55;150;DROP;2;2
05:36:08;372;ADD;4;5
05:36:16;200;ADD;48;5
05:36:24;447;DROP;55;7
05:36:35;830;ADD;10;3
05:36:40;225;ADD;15;4
05:36:56;349;ADD;42;8
05:36:59;147;DROP;0;2
05:37:00;388;CHECKOUT
05:37:17;862;ADD;51;6
05:37:23;54;ADD;34;3
05:37:24;482;ADD;0;5
05:37:27;200;ADD;48;4
05:37:31;54;DROP;34;2
05:37:33;171;CHECKOUT
05:37:41;586;ADD;5;6
05:37:50;389;ADD;41;6
05:37:51;723;CHECKOUT
05:38:02;798;ADD;42;3
05:38:05;791;ADD;19;6
05:38:08;81;CHECKOUT
05:38:23;14;ADD;12;6
05:38:24;38;DROP;7;1
05:38:39;219;DROP;7;1
05:38:44;117;DROP;1;4
05:38:48;341;DROP;40;3
05:38:49;205;ADD;4;3
05:38:55;751;ADD;49;9
05:39:00;962;ADD;26;2
05:39:01;276;ADD;0;5
05:39:04;641;DROP;9;3
05:39:05;751;DROP;49;9
05:39:18;751;ADD;49;2
05:39:18;862;ADD;51;5
05:39:20;38;ADD;7;1
05:39:25;818;ADD;25;6
05:39:28;119;ADD;10;7
05:39:31;285;ADD;17;9
05:39:36;751;ADD;41;5
05:39:37;324;ADD;58;1
05:39:37;586;ADD;14;4
05:39:38;878;DROP;14;4
05:39:42;751;DROP;41;3
05:39:47;751;ADD;36;8
05:39:49;197;DROP;33;1
05:39:53;153;ADD;42;5
05:39:55;751;CHECKOUT
05:40:03;847;CHECKOUT
05:40:06;862;ADD;25;8
05:40:07;72;ADD;32;3
05:40:19;641;ADD;9;2
05:40:22;401;ADD;25;5
05:40:25;372;CHECKOUT
05:40:34;373;ADD;59;5
05:40:37;24;DROP;17;1
05:40:40;716;CHECKOUT
05:40:42;150;ADD;45;9
05:40:54;636;ADD;3;3
05:41:06;878;ADD;1;1
05:41:14;682;ADD;21;6
05:41:26;862;ADD;25;2
05:41:35;878;ADD;1;6
05:41:39;744;ADD;49;3
